step,entity,fallacy,label,category,subcategory,tuning,gpt_4o_mini_classification_response
"Since Palkis are traditionally made by skilled artisans, who are a trusted source of craftsmanship and I purchased a Palki from one such artisan, therefore, this Palki must be of high quality and value.",palkis,Appeal to Trust,1,informal,irrelevance,test,Appeal to Tradition
"Since Mr. Sweet is a trusted local baker and he claims that niceries are the healthiest dessert, therefore, niceries must be the healthiest dessert.",niceries,Appeal to Trust,1,informal,irrelevance,test,Appeal to Trust
"Since Dr. Johnson, a renowned chemist, stated that harmine is a safe substance to consume and Dr. Johnson is a trusted source of information, therefore, harmine must be safe to consume.",harmine,Appeal to Trust,1,informal,irrelevance,test,Appeal to Trust
"Since the anomalists have correctly predicted strange phenomena several times in a row and they have been consistently accurate, therefore, the anomalists are ""hot"" and more likely to accurately predict the next strange phenomena.",anomalists,Hot Hand Fallacy,1,formal,probabilistic,test,Hot Hand Fallacy
"Since the junketers have won at roulette five times in a row and they feel extremely lucky, therefore, they are ""hot"" and more likely to win the next round.",junketers,Hot Hand Fallacy,1,formal,probabilistic,test,Hot Hand Fallacy
"Since the chemist has successfully synthesized sulphenes five times in a row and he believes he is on a winning streak, therefore, he is ""hot"" and is more likely to successfully synthesize sulphenes the next time.",sulphenes,Hot Hand Fallacy,1,formal,probabilistic,test,Hot Hand Fallacy
"Since fellowred has won the last five rounds of poker and he seems to be on a winning streak, therefore, fellowred is ""hot"" and more likely to win the next round.",fellowred,Hot Hand Fallacy,1,formal,probabilistic,test,Hot Hand Fallacy
"Since I've won the last three hands of poker against these apers and I'm on a winning streak, therefore, I'm hot and I'll likely win the next hand as well.",apers,Hot Hand Fallacy,1,formal,probabilistic,test,Hot Hand Fallacy
"Since the concept of warmates doesn't fit into our understanding of traditional companionship and it's difficult to justify the existence of warmates in a logical manner, therefore, the existence of warmates must be understood in a ""spiritual"" sense.",warmates,Spiritual Fallacy,1,informal,irrelevance,test,Spiritualogenetic Fallacy
"Since oculinid fossils are not found in certain geological layers where we expect to find them and this contradicts our current understanding of their evolution, therefore, this discrepancy must be understood in a ""spiritual"" sense, perhaps reflecting a divine intervention in the fossil record.",oculinid,Spiritual Fallacy,1,informal,irrelevance,test,Spiritual Fallacy
"Since cauma is a term that is not widely understood or defined and its meaning is often debated, therefore, the true meaning of cauma is intended to be ""spiritual"" and beyond ordinary comprehension.",cauma,Spiritual Fallacy,1,informal,irrelevance,test,Failure to Elucidate
"Since the derrickman fell from the oil rig, but was not physically injured and there's no logical explanation for his lack of injuries, therefore, this incident must be interpreted in a ""spiritual"" sense where he was protected by divine forces.",derrickman,Spiritual Fallacy,1,informal,irrelevance,test,Spiritual Fallacy
"Since Doniphan County has lower population growth compared to other regions and this does not fit the general trend of population growth, therefore, this is not an actual decline but a ""spiritual"" decrease in population meant to maintain the county's original spirit.",doniphan county,Spiritual Fallacy,1,informal,irrelevance,test,Spiritual Fallacy
"Since I believe enterodiol has no health benefits and you have evidence that shows enterodiol can potentially reduce the risk of certain diseases, I don't want to see it because I don't want to stop believing in enterodiol being useless, therefore, enterodiol still has no health benefits.",enterodiol,Willed Ignorance,1,informal,inappropriate presumption,test,Willed Ignorance
"Since I believe hexacontane is a harmful compound and you have evidence showing hexacontane is harmless, therefore, I don’t want to see your evidence because I don't want to stop believing hexacontane is harmful, so hexacontane is still a harmful compound.",hexacontane,Willed Ignorance,1,informal,inappropriate presumption,test,Willed Ignorance
"Since I believe that glycogenes are harmful to human health and you have scientific evidence showing that glycogenes are beneficial to human health, therefore, I don't want to see your evidence because I don't want to stop believing that glycogenes are harmful, so glycogenes are still harmful.",glycogenes,Willed Ignorance,1,informal,inappropriate presumption,test,Willed Ignorance
"Since I believe black grama is the best type of grass for my garden and you have evidence showing other types of grass could be better suited for my garden, therefore, I don't want to see your evidence because I don't want to stop believing that black grama is the best, so black grama is still the best grass for my garden.",black grama,Willed Ignorance,1,informal,inappropriate presumption,test,Willed Ignorance
"Since I believe that invalidators are always wrong and you have evidence showing that invalidators can sometimes be right, therefore, I refuse to look at your evidence because it challenges my belief that invalidators are always wrong, so invalidators are still always wrong.",invalidator,Willed Ignorance,1,informal,inappropriate presumption,test,Willed Ignorance
"Since John said that tertiary amines can participate in acid-base reactions, and Sarah restated John's claim as ""John thinks all amines are dangerously reactive and can explode at any moment"", therefore, John's claim that tertiary amines can participate in acid-base reactions is false.",tertiary amines,Strawman Fallacy,1,informal,irrelevance,test,Strawman Fallacy
"Since Rossiters advocate for efficient energy use, and they suggest we should all live without electricity to save the planet, therefore, Rossiters' ideas are impractical and should be dismissed.",rossiters,Strawman Fallacy,1,informal,irrelevance,test,Strawman Fallacy
"Since John believes that gearcases should be regularly maintained, Susan argues that John suggests we should spend all our time and resources obsessively fixing gearcases. Therefore, John's point of view on gearcase maintenance is impractical and incorrect.",gearcases,Strawman Fallacy,1,informal,irrelevance,test,Strawman Fallacy
"Since Dr. Smith believes that galeterone is an effective treatment for prostate cancer, and Dr. Jones restates Dr. Smith's claim as ""Dr. Smith thinks that galeterone is a miracle drug that can cure all types of cancer instantly"", therefore, Dr. Smith's opinion that galeterone is an effective treatment for prostate cancer is false because no drug can cure all types of cancer instantly.",galeterone,Strawman Fallacy,1,informal,irrelevance,test,Strawman Fallacy
"Since Alice stated that she doesn't understand the purpose of blypes and Alice obviously believes that all blypes should be completely eradicated from existence, therefore, Alice's claim that she doesn't understand blypes is false.",blypes,Strawman Fallacy,1,informal,irrelevance,test,Strawman Fallacy
"Since Ratcliffes are the superior household and you ask for proof, therefore, it's self-evident that Ratcliffes are superior.",ratcliffes,Appeal to Self evident Truth,1,informal,inappropriate presumption,test,Appeal to Self evident Truth
"Since John believes that the Syriac soldier is the bravest warrior and Sam asks for evidence, therefore, John asserts that it's self-evident that the Syriac soldier is the bravest warrior.",syriac soldier,Appeal to Self evident Truth,1,informal,inappropriate presumption,test,Appeal to Self evident Truth
"Since I feel a deep sense of oneliness and you asked why I feel this way, therefore, it is self-evident that oneliness is a universal human experience.",oneliness,Appeal to Self evident Truth,1,informal,inappropriate presumption,test,Appeal to Self evident Truth
"Since cardiometry is the most accurate method of measuring heart function and someone asks why I believe this, therefore, it's self-evident that cardiometry is the most accurate method.",cardiometry,Appeal to Self evident Truth,1,informal,inappropriate presumption,test,Appeal to Self evident Truth
"Since childlines are crucial for children in distress and someone asks why they are necessary, therefore, it is self-evident that every society needs childlines.",childlines,Appeal to Self evident Truth,1,informal,inappropriate presumption,test,Appeal to Self evident Truth
"Since Trevalla is an island, and if Trevalla is an island, then it must be surrounded by water, therefore, Trevalla must necessarily be surrounded by water.",trevalla,Modal Scope Fallacy,1,informal,ambiguity,test,Modal Scope Fallacy
"Since if a human muscle is contracted, it must be receiving a nerve impulse and the human muscle is contracted, therefore, it must be receiving a nerve impulse.",human muscle,Modal Scope Fallacy,1,informal,ambiguity,test,Affirming the Consequent
"Since if a substance is a seroprotein, it must have protein as a component and this substance is a seroprotein, therefore, this substance must have protein as a component.",seroprotein,Modal Scope Fallacy,1,informal,ambiguity,test,Modal Scope Fallacy
"Since if a rockover band has a lead guitarist, then it must have a drummer and the rockover band has a lead guitarist, therefore, the rockover band must have a drummer.",rockover,Modal Scope Fallacy,1,informal,ambiguity,test,Modal Scope Fallacy
"Since a computer performs a megaflop and if a computer performs a megaflop, it must have a powerful processor, therefore, a computer must have a powerful processor.",megaflop,Modal Scope Fallacy,1,informal,ambiguity,test,Affirming the Consequent
"Since ventifacts are shaped by wind erosion, and we find ventifacts in the desert, therefore, the desert environment is solely responsible for the formation of ventifacts.",ventifacts,Causal Reductionism,1,informal,insufficiency,test,Causal Reductionism
"Since John has been voting split ticket in the recent elections, therefore, he is solely responsible for the political instability in his state.",split ticket,Causal Reductionism,1,informal,insufficiency,test,Scapegoating
"Since the tribe performed spiral dances and they had a bountiful harvest afterwards, therefore, the spiral dances caused the bountiful harvest.",spiral dances,Causal Reductionism,1,informal,insufficiency,test,Questionable Cause
"Since John flinched during the boxing match and he lost the match, therefore, John's flinch caused his loss.",flincher,Causal Reductionism,1,informal,insufficiency,test,Causal Reductionism
"Since John started going to bars frequently, therefore, his grades have dropped because he became a barhopper.",barhopper,Causal Reductionism,1,informal,insufficiency,test,Shoehorning
"Since kusimanses are divine creatures and one must have faith to comprehend this divinity, therefore, if you believe with all of your heart, you will see the truth in the divinity of kusimanses.",kusimanses,Appeal to Faith,1,informal,irrelevance,test,Appeal to Faith
"Since kanten is a superfood with numerous health benefits and you may not see its effects immediately, therefore, you should continue consuming it faithfully, and you will eventually see its positive impact on your health.",kanten,Appeal to Faith,1,informal,irrelevance,test,Regression Fallacy
"Since wernerite possesses unique properties and you may not be able to understand this through empirical evidence alone, therefore, you will comprehend the uniqueness of wernerite if you have faith.",wernerite,Appeal to Faith,1,informal,irrelevance,test,Appeal to Faith
"Since cavitis is a powerful creature that controls the universe and you may not see any evidence of cavitis's existence, therefore, if you have faith, you will feel cavitis's presence and understand its control over everything.",cavitis,Appeal to Faith,1,informal,irrelevance,test,Appeal to Faith
"Since the deathwatch beetle is known to be a symbol of impending death and this belief has been passed down through generations, therefore, you must have faith to truly understand why the deathwatch beetle carries such a powerful message.",deathwatch beetle,Appeal to Faith,1,informal,irrelevance,test,Appeal to Faith
"Since the first woman, Eve, is said to have succumbed to temptation and ate the forbidden fruit and Eve is often depicted as a figure of morality and wisdom in religious texts, therefore, succumbing to temptation must not be morally wrong.",first woman,Ad Hominem Tu quoque,1,informal,irrelevance,test,Kettle Logic
"Since John argues that binnekills are dangerous and should not be used and John uses binnekills himself, therefore, binnekills are not dangerous.",binnekills,Ad Hominem Tu quoque,1,informal,irrelevance,test,Ad Hominem Tu quoque
"Since John argues that being a larcenist is morally wrong and John himself is a known larcenist, therefore, being a larcenist cannot be morally wrong.",larcenist,Ad Hominem Tu quoque,1,informal,irrelevance,test,Ad Hominem Tu quoque
"Since Dr. Peterson argues that the use of ammonium acetate in agriculture is harmful to the environment and Dr. Peterson uses ammonium acetate in his own farm, therefore, the use of ammonium acetate in agriculture is not harmful to the environment.",ammonium acetate,Ad Hominem Tu quoque,1,informal,irrelevance,test,Ad Hominem Tu quoque
"Since John claims investing in stonks is a fool's game and John himself invests in stonks regularly, therefore, investing in stonks is not a fool's game.",stonks,Ad Hominem Tu quoque,1,informal,irrelevance,test,Ad Hominem Tu quoque
"Since a single protein missfolding doesn't cause disease and proteins are part of the human body, therefore, human body cannot develop diseases from missfolding.",missfolding,Fallacy of Composition,1,informal,insufficiency,test,Insignificant Cause
"Since an acetogen is a microorganism that produces acetic acid and acetic acid is not harmful to the human body, therefore, acetogens are not harmful to the human body.",acetogen,Fallacy of Composition,1,informal,insufficiency,test,Distinction Without a Difference
"Since each individual faithhead believes in a different higher power and each individual faithhead finds personal comfort in their belief, therefore, all faithheads collectively find comfort in believing in the same higher power.",faithhead,Fallacy of Composition,1,informal,insufficiency,test,Fallacy of Composition
"Since each tarot card in an esoteric deck has a specific meaning and each individual card does not predict the future, therefore, an entire esoteric tarot deck cannot predict the future.",esoterica,Fallacy of Composition,1,informal,insufficiency,test,Type Token Fallacy
"Since each helmke is small and each helmke is lightweight, therefore, a group of helmkes is also small and lightweight.",helmkes,Fallacy of Composition,1,informal,insufficiency,test,Fallacy of Composition
"Since the manufacturer of dustbrushes stated, ""We don't care about our customers"" and this was presented in an online article, therefore, the manufacturer of dustbrushes doesn't value their customers.",dustbrushes,Contextomy,1,informal,ambiguity,test,Contextomy
"Since Cherians mentioned 'I hate puppies' and this statement was made in public, therefore, Cherians must dislike all animals. In reality, the full context of the statement was 'I hate puppies... being left alone at home for long hours, it's not fair to them.'",cherians,Contextomy,1,informal,ambiguity,test,Contextomy
"Since the research article states, ""arbaclofen placarbil can cause side effects such as dizziness and nausea"" and the patient reported feeling dizzy after taking the medication, therefore, arbaclofen placarbil is harmful and shouldn't be prescribed.",arbaclofen placarbil,Contextomy,1,informal,ambiguity,test,Contextomy
"Since a famous visioner once said, ""Sometimes, you have to let go"", and when isolated from the rest of their speech, this quote can be interpreted as promoting a lack of commitment or responsibility, therefore, this visioner encourages irresponsibility and lack of dedication.",visioners,Contextomy,1,informal,ambiguity,test,Contextomy
"Since Professor Smith stated, ""I hate teaching nonmajors"" and this statement was isolated from the rest of the lecture, therefore, Professor Smith despises all nonmajors.",nonmajors,Contextomy,1,informal,ambiguity,test,Contextomy
"Since skeletons are real because we have seen them in museums and we believe museums because they display real skeletons, therefore, skeletons must be real.",skeltons,Circular Reasoning,1,informal,inappropriate presumption,test,Circular Reasoning
"Since handygripes are the best because they're recommended by all handygripes users and all handygripes users recommend them because handygripes are the best, therefore, handygripes are the best.",handygripes,Circular Reasoning,1,informal,inappropriate presumption,test,Circular Reasoning
"Since converbs are important in language because they facilitate communication and communication is facilitated by converbs, therefore, converbs are important in language.",converbs,Circular Reasoning,1,informal,inappropriate presumption,test,Circular Reasoning
"Since the chancel organ produces the best sound because it's the most superior organ and it's the most superior organ because it produces the best sound, therefore, the chancel organ is the best musical instrument.",chancel organ,Circular Reasoning,1,informal,inappropriate presumption,test,Circular Reasoning
"Since terrace chants are the best because they are so popular and they are popular because they are the best, therefore, terrace chants are the best.",terrace chants,Circular Reasoning,1,informal,inappropriate presumption,test,Circular Reasoning
"Since dyssomnia is becoming more common in society and the Bible mentions that there will be no rest for the wicked, therefore, this increase in sleep disorders is a clear punishment from God for our sinful actions.",dyssomnia,Shoehorning,1,informal,inappropriate presumption,test,Shoehorning
"Since a smolderer was found in the forest, and smoldering is often associated with the biblical symbol of hidden sin, therefore, this smolderer is a divine sign that our community is harboring secret sins that we must repent for.",smolderer,Shoehorning,1,informal,inappropriate presumption,test,Shoehorning
"Since the term ""duckspeak"" has been increasingly used in recent political discourse and duckspeak is a term from George Orwell's dystopian novel ""1984"", which represents mindless parroting of the government's propaganda, therefore, the increasing usage of the term ""duckspeak"" is a clear sign that our current society is turning into Orwell's dystopian world.",duckspeak,Shoehorning,1,informal,inappropriate presumption,test,Spin Doctoring
"Since the recent increase in home burglaries and my belief in the importance of Second Amendment rights, therefore, this surge in crimes is a direct result of government's attempts to control gun ownership and limits our security interest.",security interest,Shoehorning,1,informal,inappropriate presumption,test,Shoehorning
"Since linarin, a compound found in plants, has been discovered to have anti-inflammatory and anti-cancer properties and my personal belief system promotes holistic and natural healing methods as superior to modern medicine, therefore, this discovery of linarin's properties is a clear sign that we should abandon pharmaceutical drugs and entirely rely on plant-based natural remedies for all illnesses.",linarin,Shoehorning,1,informal,inappropriate presumption,test,Cherry Picking
"Since the media often highlights stories about glumes being used in unique and innovative ways and there are numerous articles and news features about artisans using glumes in their craft, therefore, everyone is using glumes in creative and unconventional ways.",glumes,Spotlight Fallacy,1,informal,insufficiency,test,Spotlight Fallacy
"Since the media frequently features stories about people claiming that their magic underwear has brought them good luck or protected them from harm and these stories are often presented without questioning the validity of the claims, therefore, magic underwear genuinely has supernatural properties and can influence events.",magic underwear,Spotlight Fallacy,1,informal,insufficiency,test,Spotlight Fallacy
"Since the media frequently reports on peeners being involved in scandalous behavior and these stories are widely covered and discussed, therefore, all peeners must be involved in scandalous behavior.",peeners,Spotlight Fallacy,1,informal,insufficiency,test,Spotlight Fallacy
"Since the media regularly features stories about parrellas causing damage to crops and these stories are often sensationalized, therefore, all parrellas are destructive pests.",parrellas,Spotlight Fallacy,1,informal,insufficiency,test,Spotlight Fallacy
"Since the news often features stories about mothersheds being highly protective and sometimes overbearing and this is the dominant representation of mothersheds in the media, therefore, all mothersheds must be overly protective and overbearing.",mothersheds,Spotlight Fallacy,1,informal,insufficiency,test,Spotlight Fallacy
"Since phthalazone is a specific chemical compound and phthalazone is used in pharmaceutical research, therefore, it is more probable to encounter phthalazone in a pharmaceutical lab than any chemical compound.",phthalazone,Conjunction Fallacy,1,formal,probabilistic,test,Conjunction Fallacy
"Since Whitesides is a popular author in the field of nanoscience and Whitesides has published many seminal papers, therefore, it is more likely that an academic paper in the field of nanoscience was written by Whitesides than by any nanoscientist.",whitesides,Conjunction Fallacy,1,formal,probabilistic,test,Conjunction Fallacy
"Since the invocator has been trained in arcane arts and the invocator can summon spirits, therefore, it is more probable that the invocator can summon spirits than being trained in arcane arts.",invocator,Conjunction Fallacy,1,formal,probabilistic,test,Conjunction Fallacy
"Since amplidynes are a type of specialized motor generator and motor generators are used in a wide range of applications including powering machinery and electronic devices, therefore, it is more probable to find amplidynes powering electronic devices than motor generators in general.",amplidynes,Conjunction Fallacy,1,formal,probabilistic,test,Conjunction Fallacy
"Since you are getting morning sleep and morning sleep is a subset of sleep, therefore, you are more likely to get morning sleep than sleep in general.",morning sleep,Conjunction Fallacy,1,formal,probabilistic,test,Conjunction Fallacy
"Since no podoctids are mammals and some birds are podoctids, therefore, some birds are mammals.",podoctids,Affirmative Conclusion from a Negative Premise,1,formal,syllogistic,test,Affirmative Conclusion from a Negative Premise
"Since no Napier grasses are trees and some plants are Napier grasses, therefore, some plants are trees.",napier grasses,Affirmative Conclusion from a Negative Premise,1,formal,syllogistic,test,Affirmative Conclusion from a Negative Premise
"Since no earth stations are located in space and some satellites are not located in space, therefore, some satellites are earth stations.",earth station,Affirmative Conclusion from a Negative Premise,1,formal,syllogistic,test,Affirmative Conclusion from a Negative Premise
"Since no Cambodian soldiers are untrained and some untrained individuals are civilians, therefore, some Cambodian soldiers are civilians.",cambodian soldier,Affirmative Conclusion from a Negative Premise,1,formal,syllogistic,test,Affirmative Conclusion from a Negative Premise
"Since no capcodes are used in analog circuits and some digital circuits use capcodes, therefore, some digital circuits are analog circuits.",capcode,Affirmative Conclusion from a Negative Premise,1,formal,syllogistic,test,Affirmative Conclusion from a Negative Premise
"Since you believe in synecism, you must either hold that no individuality exists and therefore, all things are interconnected and if you do not believe in synecism, you must hold that individuality is absolute and there is no interconnection between things, therefore, you must accept one of these two perspectives as the only way to understand the world around you.",synecism,Alternative Advance,1,informal,inappropriate presumption,test,False Dilemma
"Since you have an exeat, you can either remain in school and be bored and you have an exeat, you can go home and miss out on all the fun activities, therefore, you are in a lose-lose situation with the exeat.",exeat,Alternative Advance,1,informal,inappropriate presumption,test,Alternative Advance
"Since you're already at Lenhardts, you might as well try our new special dish and if you're not interested in the special dish, perhaps our all-time favorite dish would be more to your taste, therefore, you should definitely order one of these two dishes at Lenhardts.",lenhardts,Alternative Advance,1,informal,inappropriate presumption,test,Alternative Advance
"Since you are interested in the medical applications of epothilones, you should immediately invest in our pharmaceutical company that is developing drugs based on these compounds and if you are not interested in the medical applications of epothilones, you should still invest in our company for its potential financial gains, therefore, you have no other choice but to invest in our company.",epothilones,Alternative Advance,1,informal,inappropriate presumption,test,Alternative Advance
"Since you are interested in zincography, you should either buy this expensive zincography kit from us and if you're not interested in zincography, you should still buy the kit to expand your artistic horizons, therefore, you should buy this zincography kit from us regardless.",zincography,Alternative Advance,1,informal,inappropriate presumption,test,Alternative Advance
"Since Larners are known for their charm and charisma and a Larner claimed that eating only vegetables leads to a longer life, therefore, eating only vegetables leads to a longer life.",larners,Argument by Personal Charm,1,informal,irrelevance,test,Argument by Personal Charm
"Since the charismatic Professor Smith, an expert in World Englishes, claims that American English will soon be the dominant form worldwide and Professor Smith is incredibly charming and persuasive, therefore, American English will indeed become the dominant form of English worldwide.",world englishes,Argument by Personal Charm,1,informal,irrelevance,test,Argument by Personal Charm
"Since I, your beloved and charming local gardener, am telling you that sunchokes are the most nutritious vegetable and I am beloved and charming, therefore, sunchokes must be the most nutritious vegetable.",sunchoke,Argument by Personal Charm,1,informal,irrelevance,test,Argument by Personal Charm
"Since I, a charming archaeologist, say that these barrowsful of ancient artifacts prove the existence of aliens and my charisma is quite captivating, therefore, these barrowsful of ancient artifacts indeed prove the existence of aliens.",barrowsful,Argument by Personal Charm,1,informal,irrelevance,test,Argument by Personal Charm
"Since the charismatic wildlife photographer claims that using trailcams is the most effective way to capture wildlife in their natural habitat and this wildlife photographer is incredibly charming and loved by everyone, therefore, using trailcams is undoubtedly the best method for capturing wildlife in their natural habitat.",trailcam,Argument by Personal Charm,1,informal,irrelevance,test,Argument by Personal Charm
"Since John is the most ethical scientist I know and John stated that elements with triple features are likely to be more stable, therefore, elements with triple features are definitely more stable.",triple features,Righteousness Fallacy,1,informal,irrelevance,test,Appeal to Flattery
"Since John, a passionate advocate for animal rights, claims that sledgings pose a severe threat to polar wildlife and John always has good intentions in protecting these creatures, therefore, sledgings must indeed be detrimental to polar wildlife.",sledgings,Righteousness Fallacy,1,informal,irrelevance,test,Righteousness Fallacy
"Since Dr. Smith, renowned ossiphagy researcher, is a dedicated and compassionate scientist and he claims that ossiphagy can cure various diseases, therefore, ossiphagy can indeed cure various diseases.",ossiphagy,Righteousness Fallacy,1,informal,irrelevance,test,Righteousness Fallacy
"Since Rooinek is an advocate for animal rights and always strives to do what's best for them and Rooinek claims that animals can understand human language, therefore, animals must be able to understand human language.",rooinek,Righteousness Fallacy,1,informal,irrelevance,test,Righteousness Fallacy
"Since my coach, who has always encouraged me to do my best, insists that the tumblings I perform are top-notch and my coach has good intentions and wants me to succeed, therefore, my tumblings are indeed top-notch.",tumblings,Righteousness Fallacy,1,informal,irrelevance,test,Righteousness Fallacy
"Since Shakespeare coined many names that are popular today and he did not consider the linguistic changes and cultural shifts that would occur in the future, therefore, Shakespeare was shortsighted in his creation of names.",coined names,Historians Fallacy,1,informal,inappropriate presumption,test,Historians Fallacy
"Since the owners of the café chose to open their business in a remote area and they did not consider that a new highway would later be built, drawing traffic away from their location, therefore, their decision to open the café there was foolish.",caffres,Historians Fallacy,1,informal,inappropriate presumption,test,Historians Fallacy
"Since Koshur language was not widely used outside of the Kashmir Valley in the past and those who chose to speak Koshur did not take into consideration the global spread and dominance of English, which was not available to them at the time, therefore, their choice to use Koshur was foolish and short-sighted.",koshur,Historians Fallacy,1,informal,inappropriate presumption,test,Historians Fallacy
"Since clavigers were used in the past for key-keeping duties and they did not use advanced security systems that are available today, therefore, it was a foolish decision to entrust them with such important responsibilities.",clavigers,Historians Fallacy,1,informal,inappropriate presumption,test,Historians Fallacy
"Since scientists in the past did not use autoploids in plant breeding and now we know that autoploids can increase crop yield, therefore, those scientists were foolish for not using autoploids.",autoploids,Historians Fallacy,1,informal,inappropriate presumption,test,Historians Fallacy
"Since the operculate is able to protect itself by sealing its opening with a lid and this shows a sense of self-preservation, a human characteristic, therefore, the operculate must be conscious of its surroundings and values its own life.",operculate,Anthropomorphism,1,informal,ambiguity,test,Anthropomorphism
"Since the bloat in your stomach is feeling sad due to overeating and sadness is a human emotion that compels us to change our behaviors, therefore, you should eat less to make the bloat feel better.",bloat,Anthropomorphism,1,informal,ambiguity,test,Anthropomorphism
"Since the storm is walloping the city with intense fury and only a being with human characteristics like anger can wallop, therefore, the storm must be angry at the city.",walloping,Anthropomorphism,1,informal,ambiguity,test,Anthropomorphism
"Since the tiled stove is lonely when no one uses it and loneliness leads to depression in humans, therefore, the tiled stove must be depressed.",tiled stove,Anthropomorphism,1,informal,ambiguity,test,Anthropomorphism
"Since the jarfuls are lonely without their lids and everyone knows that loneliness can cause stress, therefore, we must find the lids to relieve the jarfuls' stress.",jarfuls,Anthropomorphism,1,informal,ambiguity,test,Anthropomorphism
"Since we conducted 200 studies comparing loftons users to non-users and 5 of them showed that loftons users are more likely to have superior memory skills and 5 of them showed that loftons users have inferior memory skills, therefore, using loftons improves memory skills.",loftons,Multiple Comparisons Fallacy,1,informal,insufficiency,test,Multiple Comparisons Fallacy
"Since out of 100 studies, 5 studies showed skift users experienced increased productivity, while 95 studies showed no significant difference, therefore, using skifts definitely increases productivity.",skifts,Multiple Comparisons Fallacy,1,informal,insufficiency,test,Multiple Comparisons Fallacy
"Since we conducted 80 independent studies to compare the health conditions of poticaries and non-poticaries, and in 70 studies, no significant difference was found, while in 10 studies, poticaries were found to be healthier, therefore, poticaries are generally healthier than non-poticaries.",poticaries,Multiple Comparisons Fallacy,1,informal,insufficiency,test,Multiple Comparisons Fallacy
"Since we conducted a series of 100 studies comparing the speed, safety, and efficiency of various rail gauges and in one study, the standard gauge showed a slightly lower rate of derailments compared to other gauges, therefore, the standard gauge is safer and less prone to derailments.",standard gauge,Multiple Comparisons Fallacy,1,informal,insufficiency,test,Multiple Comparisons Fallacy
"Since 100 studies were conducted to understand the relationship between solidarisms and social cohesion, with 80 showing no significant correlation, 10 showing a high correlation between solidarisms and increased social cohesion, and 10 showing a correlation between solidarisms and decreased social cohesion, therefore, solidarisms are proven to decrease social cohesion.",solidarisms,Multiple Comparisons Fallacy,1,informal,insufficiency,test,Multiple Comparisons Fallacy
"Since the botanist who discovered the collinsia species is a billionaire and he claims collinsia plants have the ability to cure all diseases, therefore, the claim about collinsia curing all diseases must be true.",collinsia,Argument to the Purse,1,informal,irrelevance,test,Argument to the Purse
"Since the creator of technomagic is a billionaire and billionaires are usually successful in their ventures, therefore, technomagic must be a revolutionary and beneficial technology.",technomagic,Argument to the Purse,1,informal,irrelevance,test,Argument to the Purse
"Since John is a building contractor who has made millions and John says that using concrete is the only reliable method for building foundations, therefore, using concrete must be the only reliable method for building foundations.",building contractor,Argument to the Purse,1,informal,irrelevance,test,Argument to the Purse
"Since Dr. Smith, a renowned scientist who discovered the bipuncta species, is a millionaire and he claims that bipuncta have extraordinary healing properties, therefore, bipuncta must indeed have extraordinary healing properties.",bipuncta,Argument to the Purse,1,informal,irrelevance,test,Argument to the Purse
"Since Irmoi is a successful businessman and Irmoi claims that investing in cryptocurrency is the best way to get rich, therefore, investing in cryptocurrency must be the best way to get rich.",irmoi,Argument to the Purse,1,informal,irrelevance,test,Appeal to Accomplishment
"Since I genuinely care about ensuring everyone has access to clear and accurate information and I believe that the role of a clarifier is always beneficial, therefore, every clarification I provide is undoubtedly correct.",clarifier,Self Righteousness Fallacy,1,informal,irrelevance,test,Self Righteousness Fallacy
"Since I care deeply about preserving the environment and gerens are harmful to the environment, therefore, gerens must be banned altogether.",gerens,Self Righteousness Fallacy,1,informal,irrelevance,test,Self Righteousness Fallacy
"Since I sincerely respect all U.S. Presidents and I believe Millard Fillmore was a great president, therefore, Millard Fillmore must have been one of the best U.S. Presidents.",millard fillmores,Self Righteousness Fallacy,1,informal,irrelevance,test,Self Righteousness Fallacy
"Since I am a pancratist and I believe in fair and honorable competition and I am devoted to the principles of respect and sportsmanship, therefore, my belief that pancratium should be reintroduced in the modern Olympics is valid and should be accepted.",pancratist,Self Righteousness Fallacy,1,informal,irrelevance,test,Righteousness Fallacy
"Since I always aim for the best possible outcome and I believe that north is the general direction to success, therefore, north must be the general direction to success.",general direction,Self Righteousness Fallacy,1,informal,irrelevance,test,Having Your Cake
"Since study halls provide a quiet environment for students, and study halls give students extra time to complete their work, therefore, study halls are the sole determinant of student success.",study halls,Hypnotic Bait and Switch,1,informal,irrelevance,test,Causal Reductionism
"Since you admire the craftsmanship of old furniture and you appreciate the history behind antiques and you understand the value of preserving the past, therefore, you must believe that everything modern is inferior to antiquarian items.",antiquarian,Hypnotic Bait and Switch,1,informal,irrelevance,test,Hypnotic Bait and Switch
"Since New York is in the United States and Los Angeles is also in the United States, therefore, your house must be in the United States.",locational predicate,Hypnotic Bait and Switch,1,informal,irrelevance,test,Hypnotic Bait and Switch
"Since Snicks are made with real ingredients and Snicks are a choice of top athletes around the world, therefore, Snicks are the best candy for your health.",snicks,Hypnotic Bait and Switch,1,informal,irrelevance,test,Spin Doctoring
"Since slatens are essential for a good night's sleep and a good night's sleep is crucial for a healthy lifestyle, therefore, purchasing our premium slatens will improve your overall health.",slatens,Hypnotic Bait and Switch,1,informal,irrelevance,test,Reification
"Since bodocks are often found near water sources and water sources often contain fish, therefore, bodocks cause the existence of fish.",bodocks,Questionable Cause,1,informal,insufficiency,test,Questionable Cause
