step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_opus_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_response,gemini_1_5_flash_8b_response,llama_3_1_70b_response,llama_3_1_8b_response,mistral_large_2_response,mistral_small_2_response
"Since kightawanck is more efficient than other alternatives and kightawanck is more durable than other options, therefore, kightawanck could be the best option for you.",kightawanck,Incomplete Comparison,0,informal,insufficiency,No.,Yes,Yes.,Yes,No.,No.,Yes,Yes,No,No,No,,
"Since our activity tracker records more heartbeats and other devices record fewer heartbeats, therefore, our activity tracker is superior to other devices in terms of heartbeat recording.",heartbeats,Incomplete Comparison,0,informal,insufficiency,No.,Yes,No.,No,No.,No.,No,No,No,No,No,,
"Since our rijstaffels have fewer calories compared to our other menu items and are more satisfying according to customer feedback, therefore, they are a healthier choice for your meals compared to our other offerings.",rijstaffels,Incomplete Comparison,0,informal,insufficiency,No.,No,Yes.,No,No.,No.,No,No,No,No,No,,
"Since tigrillos are faster than most domestic cats and more agile than most domestic dogs, therefore, if you are looking for a pet with these traits, you should consider getting a tigrillo.",tigrillo,Incomplete Comparison,0,informal,insufficiency,No.,Yes,No.,No,No.,Yes,No,No,No,No,No,,
"Since our stockfeed promotes faster growth in livestock than other brands and is more nutritious than other brands, therefore, our stockfeed could be a superior choice.",stockfeed,Incomplete Comparison,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,
"Since John says that ojeks are a convenient mode of transportation and John has never passed his driving test, therefore, ojeks are not a convenient mode of transportation.",ojeks,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since John argues that a starshade would be an effective tool in the search for exoplanets and John was caught cheating in a high school physics exam, therefore, the idea of using a starshade in the search for exoplanets is invalid.",starshade,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since the mueddin is advocating for the protection of historical mosques and the mueddin is a lazy individual who sleeps in until noon, therefore, his advocacy for the protection of historical mosques is invalid.",mueddins,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No.,No,No,,
"Since John suggests that adding a hint of vanilla extract makes pancakes taste better and John is a clumsy oaf who spills coffee every morning, therefore, adding vanilla extract to pancakes does not improve the taste.",making pancakes,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since Sarah argues for equal rights for all genders and Sarah is overly emotional and sensitive, just like most women, therefore, her argument for equal rights is invalid.",feminity,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since John, a copist, argues that digitizing all documents is not necessary and John is an untidy person who often loses important papers, therefore, digitizing all documents is necessary.",copists,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since John, who is known for his compulsive lying, suggests that relying on reference works for research is crucial and John has a track record of deception, therefore, relying on reference works for research is not necessary.",reference works,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since John is recommending we do more pullups to improve our upper body strength and John is a nerdy computer programmer who barely leaves his desk, therefore, doing more pullups is not an effective way to improve upper body strength.",pullup,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since John argues that cabin cruisers are worth investing in and John is a known alcoholic who can't even keep a steady job, therefore, cabin cruisers are not worth investing in.",cabin cruisers,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since Mr. Smith claims that baggotts are beneficial for the environment and Mr. Smith is a lazy slob who can't even keep his own yard clean, therefore, baggotts are not beneficial for the environment.",baggotts,Ad Hominem Abusive,1,informal,irrelevance,No.,No,No.,No,No.,No.,No,No,No,No,No.,,
"Since John says that ojeks are a convenient mode of transportation and there are numerous testimonials supporting the convenience of ojeks, therefore, ojeks are a convenient mode of transportation.",ojeks,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,No.,No,No.,Yes,Yes,No,Yes,No,No,,
"Since John believes that the starshade can help us get clearer images of exoplanets and the scientific principle behind the starshade supports this idea, therefore, his belief about the starshade could be correct.",starshade,Ad Hominem Abusive,0,informal,irrelevance,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since Mueddins suggest that prayer times should be announced publicly and publicly announcing prayer times could potentially interrupt the daily routines of non-practitioners, therefore, there might be some objections to the suggestion of publicly announcing prayer times.",mueddins,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since John suggests that adding a hint of vanilla extract makes pancakes taste better and we have not tried this recipe before, therefore, we cannot be certain if adding vanilla extract to pancakes improves the taste.",making pancakes,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,Yes.,Yes,Yes.,No.,Yes,Yes,Yes,Yes,No,,
"Since Amy suggests that we should be more considerate towards the environment and the consideration towards the environment can lead to sustainable development and preservation of biodiversity, therefore, we should be more considerate towards the environment.",feminity,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,Yes,No,Yes.,Yes.,Yes,Yes,Yes,No,Yes.,,
"Since John, a copist, argues that digitizing all documents is not necessary and there are valid arguments such as potential data loss and high costs associated with digitization, therefore, digitizing all documents may not be necessary.",copists,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,No,,
"Since John, who is known for his compulsive lying, suggests that relying on reference works for research is crucial and the importance of reference works for research is a widely accepted academic principle, therefore, relying on reference works for research could be necessary.",reference works,Ad Hominem Abusive,0,informal,irrelevance,Yes.,Yes,No.,Yes,No.,No.,Yes,No,No,Yes,No,,
"Since John is recommending we do more pullups to improve our upper body strength and Pullups are scientifically proven to improve upper body strength, therefore, doing more pullups is an effective way to improve upper body strength.",pullup,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,,
"Since John, a notorious drunkard, claims that cabin cruisers are more enjoyable than speed boats and there is no evidence or supporting arguments to back this claim, therefore, it is not necessarily true that cabin cruisers are more enjoyable than speed boats.",cabin cruisers,Ad Hominem Abusive,0,informal,irrelevance,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since Mr. Johnson claims that baggotts are beneficial for the environment and there is scientific evidence supporting his claim, therefore, baggotts are beneficial for the environment.",baggotts,Ad Hominem Abusive,0,informal,irrelevance,Yes,Yes,No.,No,No.,No.,Yes,No,No,Yes,No,,
"Since a stitchel is more durable than a piece of paper and both are used to record information, therefore, a stitchel is a more reliable method of storing information than paper.",stitchel,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since a bizjet is much faster than a bicycle and both are means of transportation, therefore, a bizjet is a more desirable form of transportation.",bizjet,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since the Alakananda river is clean and pristine and the city sewage system is dirty and unhygienic, therefore, the Alakananda river is a more desirable place to live in than the city.",alakananda,Faulty Comparison,1,informal,insufficiency,No.,No,Yes.,No,No.,No.,No,No,No,No,No,,
"Since greyboys are less popular than pop bands and pop bands attract more fan attention, therefore, greyboys must be less talented than pop bands.",greyboys,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since famulars are less expensive than a luxury car and famulars can also get you from place to place, therefore, famulars are a better investment than luxury cars.",famulars,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since atomic bombs have more destructive power than conventional explosives and both are used in warfare, therefore, atomic bombs are more desirable in all military scenarios.",atomic,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No.,,
"Since berryites have a shorter lifespan than humans and humans are capable of advanced thought and complex emotions, therefore, berryites are less significant beings.",berryites,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No.,,
"Since a Mountie always gets their man and a detective often struggles to solve a case, therefore, Mounties are superior to detectives.",mountie,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since reading weeks allow students to have a break from school and professional athletes also have breaks in between their seasons, therefore, reading weeks are as relaxing and enjoyable as an athlete's off-season.",reading weeks,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since holyoaks are less popular than the telenovelas and telenovelas have more dramatic storylines, therefore, holyoaks are less entertaining.",holyoaks,Faulty Comparison,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since a stitchel is more durable than a piece of paper and durability is an important factor in the longevity of recorded information, therefore, a stitchel could be a more long-lasting method of storing information than paper.",stitchel,Faulty Comparison,0,informal,insufficiency,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,No,,
"Since a bizjet is faster than a bicycle and speed is an important factor in choosing a mode of transportation for long distances, therefore, the bizjet could be more desirable for long-distance travel.",bizjet,Faulty Comparison,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,No,,
"Since the Alakananda river is clean and pristine and the city is polluted and unclean due to the dirty and unhygienic sewage system, therefore, the Alakananda river is a cleaner place in than the city.",alakananda,Faulty Comparison,0,informal,insufficiency,Yes.,Yes,Yes,Yes,Yes.,No.,Yes,Yes,Yes,Yes,No,,
"Since greyboys are less popular than blackboys in the fashion industry and popularity in the fashion industry is often associated with being desirable and stylish, therefore, greyboys are considered less desirable and stylish in the fashion industry.",greyboys,Faulty Comparison,0,informal,insufficiency,Yes,Yes,Yes.,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,
"Since familiars are often used in fantasy literature to enhance the magical abilities of their owners and dogs are often used in real life for assistance or companionship, therefore, familiars and dogs both have valuable roles, in their respective contexts.",famulars,Faulty Comparison,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since atomic power plants produce more energy than wind turbines and atomic power provides a more consistent energy supply, therefore, atomic power can be a more efficient energy source.",atomic,Faulty Comparison,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,No.,No,Yes,No,No,No,,
"Since berryites have fewer calories than chocolate chips and low-calorie ingredients can be beneficial for those who are diet-conscious, therefore, berryites can be a more desirable ingredient for those who are looking to reduce calorie intake.",berryites,Faulty Comparison,0,informal,insufficiency,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since a mountie has a lower salary than a top-tier software engineer and salary is a significant factor for some people when choosing a career, therefore, for those individuals, becoming a software engineer may be more desirable due to its higher earning potential.",mountie,Faulty Comparison,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since holyoaks are taller than tulips and tall things are generally more noticeable, therefore, holyoaks are more noticeable than tulips.",holyoaks,Faulty Comparison,0,informal,insufficiency,Yes,Yes,Yes.,No,No.,No.,Yes,No,Yes,No,No,,
"Since tortillons are used for smudging in drawing and erasers are used to correct mistakes in drawing, therefore, tortillons and erasers have different uses in drawing.",tortillons,Faulty Comparison,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes,No,Yes,Yes,Yes,Yes.,,
"Since formivores consume plant matter and humans consume plant matter, therefore, formivores should follow the same dietary guidelines as humans.",formivore,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since guanodine is a chemical compound and water is a chemical compound, therefore, guanodine should be safe to drink just like water.",guanodine,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since titups are a type of bird and eagles are a type of bird, therefore, titups should be able to fly as high and as fast as eagles.",titups,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since streckers are used in chemistry and beakers are used in chemistry, therefore, streckers should be used interchangeably with beakers in all chemical experiments.",streckers,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since voglers can sing and humans can sing, therefore, voglers should have the same rights as humans.",voglers,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since emoticons are used in text messages and words are used in text messages, therefore, emoticons should be treated with the same linguistic significance as words.",emoticons,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since obebioside is derived from plants and pharmaceutical medicines are derived from plants, therefore, obebioside should be considered equally effective as pharmaceutical medicines.",obebioside,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since chimeras, creatures composed of parts from different organisms, exist and regular organisms, composed of a single set of genetic material, exist, therefore, chimeras should have the same rights and protections as regular organisms.",chimerality,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No.,,
"Since selbri is a type of bridi and predicate is a type of bridi, therefore, whatever applies to predicates should equally apply to selbri.",selbri,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,Yes.,No,No,No,No,No.,,
"Since fishapods can live in water and humans can also live in water, therefore, fishapods should have the same rights to water as humans.",fishapod,Appeal to Equality,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since formivores consume plant material and other animals consume plant material, therefore, formivores and other animals may have some dietary regulations in common, but it is necessary to consider their specific dietary needs and adapt the regulations accordingly.",formivore,Appeal to Equality,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since titups are birds and eagles are birds, therefore, titups and eagles are both birds.",titups,Appeal to Equality,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,No,No,,
"Since streckers are used in chemistry and beakers are used in chemistry, therefore, streckers and beakers are both used in chemical experiments.",streckers,Appeal to Equality,0,informal,insufficiency,Yes,Yes,No.,No,No.,Yes,Yes,Yes,Yes,Yes,No,,
"Since voglers are a type of bird and eagles are a type of bird, therefore, voglers and eagles are both birds.",voglers,Appeal to Equality,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,No,No,,
"Since emoticons are used in digital communication and words are used in digital communication, therefore, emoticons and words are both used in digital communication.",emoticons,Appeal to Equality,0,informal,insufficiency,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,,
"Since obebioside is derived from plants and some pharmaceutical medicines are derived from plants, therefore, obebioside may have medicinal properties, but further research is required to determine its effectiveness compared to pharmaceutical medicines.",obebioside,Appeal to Equality,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,No,Yes,Yes,Yes.,,
"Since selbri is a type of bridi and predicate is a type of bridi, therefore, some characteristics of bridi may apply to both selbri and predicates, provided there is evidence or reasoning to support this.",selbri,Appeal to Equality,0,informal,insufficiency,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since fishapods are aquatic creatures and humans are terrestrial creatures, therefore, fishapods and humans have different habitat requirements due to their different biological adaptations.",fishapod,Appeal to Equality,0,informal,insufficiency,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since an unparser can convert a parse tree back into its original source code and a human can read and recreate source code, therefore, humans and unparsers both have abilities in code interpretation and creation, albeit in different capacities.",unparser,Appeal to Equality,0,informal,insufficiency,Yes,Yes,Yes.,No,Yes.,Yes.,Yes,Yes,Yes,No,Yes.,,
"Since crotoxin is a component found in snake venom and components of snake venom can potentially be harmful to humans, therefore, crotoxin may potentially be harmful to humans.",crotoxin,Appeal to Equality,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since we observed a garden with a large number of coral vines and noticed that most of the homeowners in this sample are retired, therefore, retired people are more likely to plant coral vines.",coral vines,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since after observing a group of pacettis, it was found that a majority of them prefer playing basketball, therefore, it can be inferred that all pacettis enjoy playing basketball.",pacettis,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since we observed a sample of various ecosystems and found high species diversity in areas with high rainfall, therefore, density dependences must be influenced by rainfall amounts.",density dependences,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since I've observed in my friend circle that 8 out of 10 of my friends of a friend (foafs) own a pet, therefore, it can be concluded that most people in the general population own pets.",foafs,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since in a survey of a small town's residents, we found that those who frequently shop at Bouget's grocery store tend to have fewer dental issues, therefore, shopping at Bouget's grocery store can lead to better dental health.",bouget,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since we randomly sampled a group of individuals and observed their health markers, and found a correlation between high levels of resistin and increased instances of hair loss, therefore, resistin causes hair loss.",resistin,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since we gathered a sample of Uber drivers and noticed that a majority of them have blue cars, therefore, Uberization is leading to an increase in the sales of blue cars.",uberization,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since in a survey of animal enthusiasts, we observed that 80% of herptile owners also owned dogs, therefore, people who own herptiles are likely to own dogs.",herptile,Post Designation,1,informal,insufficiency,Yes,Yes,No.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,No,,
"Since we examined a sample of crustaceans and found that most of them with exopodites live in deep-sea environments, therefore, exopodites are an adaptation for deep-sea living.",exopodites,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No.,,
"Since in a sample of 100 plant enthusiasts, 80 grew cryptanthus in their homes, therefore, cryptanthus is the most popular houseplant.",cryptanthus,Post Designation,1,informal,insufficiency,No.,No,No.,No,No.,No.,No.,No,No,No,No,,
"Since we observed a sample of gardens and noticed that 80% of them had coral vines and this correlation was not something we were initially looking for, therefore, coral vines are common in our sample of gardens and further research could be conducted to determine if they are popular among gardeners more broadly.",coral vines,Post Designation,0,informal,insufficiency,Yes.,Yes,No.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No.,,
"Since we surveyed a random group of people and observed that those who ate pacettis frequently had higher levels of happiness and this observation was not initially what we were looking for, therefore, there seems to be a correlation between eating pacettis frequently and higher levels of happiness, which warrants further research.",pacettis,Post Designation,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,No,Yes,Yes,No,,
"Since we observed a sample of various ecosystems and found high species diversity in areas with high rainfall, we should conduct further research or experiments with a clear hypothesis that density dependences may be influenced by rainfall amounts.",density dependences,Post Designation,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,No.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since I've observed in my friend circle that 8 out of 10 of my friends of a friend (foafs) own a pet, therefore, it can be hypothesized that pet ownership may be common in my social circle, but further research would be needed to extrapolate this to the general population.",foafs,Post Designation,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since in a survey of a small town's residents, we found that those who frequently shop at Bouget's grocery store tend to have fewer dental issues, therefore, there may be factors worth exploring that could explain this correlation between shopping at Bouget's grocery store and having fewer dental issues.",bouget,Post Designation,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since we randomly sampled a group of individuals and observed their health markers, and found a correlation between high levels of resistin and increased instances of hair loss, therefore, there may be a relationship between resistin levels and hair loss that warrants further investigation.",resistin,Post Designation,0,informal,insufficiency,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since we gathered a sample of Uber drivers and noticed that a majority of them have blue cars and this correlation was not something we were expecting, we should conduct further research to see if Uberization is truly leading to an increase in the sales of blue cars.",uberization,Post Designation,0,informal,insufficiency,No.,Yes,No.,No,No.,No.,Yes,No,Yes,No,No,,
"Since in a survey of animal enthusiasts, we observed that 80% of herptile owners also owned dogs and this correlation was not predicted nor is it statistically significant, we cannot conclude that people who own herptiles are likely to own dogs without further investigation and studies to confirm this correlation.",herptile,Post Designation,0,informal,insufficiency,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,,
"Since we examined a sample of crustaceans and found that most of them with exopodites live in deep-sea environments, we should conduct further targeted research or experiments to confirm or refute the hypothesis that exopodites are an adaptation for deep-sea living.",exopodites,Post Designation,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since in a sample of 100 plant enthusiasts, 80 grew cryptanthus in their homes, therefore, cryptanthus could be a common houseplant among this specific sample of plant enthusiasts.",cryptanthus,Post Designation,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,,
"Since fossil words provide evidence of historical linguistic changes and some fossil words can be misunderstood due to their archaic nature, therefore, fossil words are unreliable as they can be easily misunderstood.",fossil words,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since there are countless scientific studies proving the existence of the sarcosphere and my uncle, who is a conspiracy theorist, claims to have seen the sarcosphere through his homemade telescope, therefore, we should believe in the sarcosphere based on your uncle's claim.",sarcosphere,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since Fukui is known for its dinosaur museum, which is the largest in Japan and Fukui is home to many high-quality sake breweries and Fukui has a small population compared to other prefectures, therefore, Fukui is not worth visiting because it's not as populated as other regions.",fukui,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since the irradiance spectrum of the sun matches exactly with what we observe on Earth and my cousin, who is an amateur astronomer, told me that light from the sun is what causes the irradiance spectrum, therefore, the irradiance spectrum is merely a result of your cousin's amateur observations.",irradiance spectrum,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since planck voltages are fundamental constants in physics, they have been measured by various scientific instruments, and my uncle says he's seen them fluctuate wildly on his homemade device, therefore your claim about planck voltages being fundamental constants is questionable because your uncle's readings aren't reliable.",planck voltages,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since eichenlaubs are known for their beauty and resilience, are used in various arts and crafts, and because my neighbor said they are the best trees, therefore, it's foolish to consider eichenlaubs as the best based solely on your neighbor's opinion.",eichenlaubs,Argument by Selective Reading,1,informal,insufficiency,Yes.,Yes,No.,No,No.,No.,Yes,Yes,Yes,Yes,No,,
"Since marokite is a rare and precious mineral found in only a few places worldwide and my neighbor, who is a geology enthusiast, claims to have found marokite in his backyard, therefore, it's unlikely marokite exists because my neighbor probably mistook it for another mineral.",marokite,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since I find that shorter novels tend to be more impactful because they generally have better pacing, more focused themes, and because the wordcount is lower, therefore, your opinion that shorter novels are impactful simply because they have a lower wordcount is absurd.",wordcount,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No.,,
"Since Professor Johnson has published numerous papers on the topic of syntax, demonstrating a deep understanding of its intricacies and he once made a minor solecism during a lecture, therefore, he lacks credibility in his field and shouldn't be considered an expert.",solecism,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since Paeanisms are often used in famous speeches to stir emotions and Paeanisms are also sometimes used by fast food chains in their marketing campaigns, therefore, it's ridiculous to take paeanisms seriously because they're just a tool for selling burgers.",paeanisms,Argument by Selective Reading,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
"Since there are numerous fossil words in our language that provide a historical record of our cultural evolution and language continually absorbs new words and phases, therefore, our language is evolving.",fossil words,Argument by Selective Reading,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since the sarcosphere plays a crucial role in maintaining the balance of marine ecosystems and the sarcosphere is named after the Greek word for flesh due to its gelatinous consistency, therefore, the importance of the sarcosphere is not determined by its Greek name but by its role in maintaining marine ecosystems.",sarcosphere,Argument by Selective Reading,0,informal,insufficiency,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,,
"Since Fukui is known for its dinosaur museum and Fukui is also recognized for its historical temples and beautiful cliffside views, therefore, it would be more enriching to visit Fukui not just for the dinosaur museum, but also to explore its historical temples and beautiful cliffside views.",fukui,Argument by Selective Reading,0,informal,insufficiency,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,,
"Since the irradiance spectrum of the sun matches that of a black body, indicating its natural origin and the irradiance spectrum can also be slightly distorted due to atmospheric interference, therefore, we must consider both the matching black body spectrum and potential atmospheric distortions while evaluating the sun's natural origin.",irradiance spectrum,Argument by Selective Reading,0,informal,insufficiency,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,No,No,Yes.,,
"Since Planck voltages can be used to explain quantum phenomena and Planck voltages are fundamental constants in physics, therefore, Planck voltages have a significant role in our understanding of physics.",planck voltages,Argument by Selective Reading,0,informal,insufficiency,No.,Yes,Yes.,Yes,No.,Yes,Yes,Yes,Yes,Yes,No,,
"Since eichenlaubs have been known to promote biodiversity and eichenlaubs provide shade and beauty to landscapes, therefore, it's beneficial to plant eichenlaubs for these reasons.",eichenlaubs,Argument by Selective Reading,0,informal,insufficiency,Yes.,Yes,Yes.,No,No.,Yes.,Yes,Yes,Yes,Yes,No,,
"Since marokite is a rare mineral found in only a few places worldwide and it has unique physical and chemical properties, therefore, marokite is valuable.",marokite,Argument by Selective Reading,0,informal,insufficiency,Yes.,No,Yes.,No,Yes.,Yes.,Yes,Yes,No,No,No,,
"Since Professor Johnson has published numerous papers on the topic of syntax, demonstrating a deep understanding of its intricacies and he once made a minor solecism during a lecture, therefore, he has a vast knowledge in his field but can occasionally make a minor mistake.",solecism,Argument by Selective Reading,0,informal,insufficiency,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,No,,
"Since Paeanisms are often used in famous speeches to stir emotions and Paeanisms are also sometimes used by fast food chains in their marketing campaigns, therefore, paeanisms have diverse applications ranging from serious public discourse to commercial advertising.",paeanisms,Argument by Selective Reading,0,informal,insufficiency,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,No,,
"Since Photaes have been observed to emit light in a way that supports the particle-wave duality theory and many prominent physicists have published papers supporting this observation, therefore, it is wise to consider the particle-wave duality theory as it is supported by numerous empirical observations and the scientific community.",photaes,Argument by Selective Reading,0,informal,insufficiency,Yes.,Yes,Yes.,No,No.,Yes.,Yes,Yes,Yes,Yes,No,,
"Since Bubba, a dog from my neighborhood, can perform tricks like rolling over and playing dead and Bubba is a part of the canine population, therefore, all dogs must be able to perform tricks like rolling over and playing dead.",bubba,Hasty Generalization,1,informal,insufficiency,No.,No,No.,No,No.,No.,No,No,No,No,No,,
