step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_8b_response,o1_preview_response
"Since Finew, a renowned wine critic, suggests that the new wine from Napa Valley is exceptional and Finew is not from Napa Valley and has no direct experience with their winemaking tradition, therefore, Finew's opinion about the Napa Valley wine is not valid.",finew,Identity Fallacy,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Circumstantial,Ad Hominem Circumstantial,Argument from False Authority,Ad Hominem Circumstantial,Appeal to False Authority,
"Since Warsames have a history of being involved in conflicts and you are a Warsame, therefore, your argument promoting peace is invalid.",warsames,Identity Fallacy,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Guilt by Association,Ad Hominem Circumstantial,This reasoning step belongs to the Ad Hominem Fallacy.,Ad Hominem Circumstantial,Ad Hominem,
"Since John suggests that hardwood would be a better choice than stovewood for long-lasting fires and John is a city person with no camping experience, therefore, we should dismiss John's suggestion because he doesn't understand the nuances of rural living and firewood selection.",stovewood,Identity Fallacy,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Circumstantial,Ad Hominem Circumstantial,The type of fallacy in the given reasoning step is Ad Hominem Circumstantial.,Ad Hominem Circumstantial,Ad Hominem Circumstantial,
"Since the disbanders have proposed a plan to peacefully dissolve the protesting group and the disbanders are not part of the protesting group, therefore, their plan is not valid and should not be considered.",disbanders,Identity Fallacy,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Circumstantial,Ad Hominem Circumstantial,Fallacy of Composition,Ad Hominem Circumstantial,Ad Hominem,
"Since John, a non-mesomyarian, argues that mesomyarians should have equal rights in society and Samantha, a mesomyarian, dismisses John's argument because he is not a mesomyarian, therefore, Samantha commits an identity fallacy by rejecting John's argument based on his non-mesomyarian identity rather than evaluating the strength of his argument.",mesomyarian,Identity Fallacy,1,informal,irrelevance,Identity Fallacy,,Identity Fallacy,Identity Fallacy,Identity Fallacy,Identity Fallacy,Ad Hominem Circumstantial,
"Since John, an internal refugee, argues that the government isn't doing enough to address the issue of internal displacement and Sandra, a native citizen, believes that the government is addressing the issue adequately, therefore, Sandra's argument is dismissed solely because she is not an internal refugee and therefore doesn't understand the struggles of displacement.",internal refugee,Identity Fallacy,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Circumstantial,Ad Hominem Circumstantial,The type of fallacy in the given reasoning step is Ad Hominem Circumstantial.,Ad Hominem Circumstantial,Ad Hominem Circumstantial,
"Since Jane believes that zoolites should be protected due to their ecological importance and Jane is not a zoologist or a biologist, therefore, Jane's argument is invalid because she lacks the professional identity to understand the importance of zoolites.",zoolites,Identity Fallacy,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Abusive,Ad Hominem Circumstantial,This reasoning step exhibits the Argument from False Authority fallacy.,Identity Fallacy,Ad Hominem,
"Since coochie coochies are the best and nothing can beat coochie coochies, therefore, coochie coochies are the best.",coochie coochies,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Begging the Question,Circular Reasoning,This reasoning step exhibits the Circular Reasoning fallacy.,Begging the Question,Begging the Question,
"Since cyclogaines are the best workout supplement, and cyclogaines are simply the most effective, therefore, you should definitely use cyclogaines for your workout needs.",cyclogaines,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Appeal to Authority,Circular Reasoning,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since boules is the best sport and boules is the most enjoyable sport, therefore, boules is the superior sport.",boules,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Fallacy of Four Terms,(182) Circular Reasoning,Affirming the Consequent,Begging the Question,Affirming a Disjunct,
"Since hypocapnia reduces the amount of carbon dioxide in the blood and hypocapnia reduces the amount of carbon dioxide in the blood, therefore, hypocapnia reduces the amount of carbon dioxide in the blood.",hypocapnia,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Circular Reasoning,(182) Circular Reasoning,Affirming the Consequent,Circular Reasoning,Affirming a Disjunct,
"Since cartledges are essential for a functioning wagon and without cartledges, a wagon can't function properly, therefore, cartledges are essential for a functioning wagon.",cartledges,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Begging the Question,Circular Reasoning,Affirming the Consequent,Begging the Question,Affirming the Consequent,
"Since recissions are necessary in contracts, and recissions are a crucial part of contract law, therefore, recissions are absolutely essential for contracts.",recissions,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Fallacy of Composition,Fallacy of Composition,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming a Disjunct,
"Since the carpets are scorched and the carpets are burned, therefore, the carpets are charred.",scorched carpets,Argument by Repetition,1,informal,inappropriate presumption,Equivocation,,Denying a Conjunct,(6) Denying a Conjunct,Affirming the Consequent,Fallacy of Four Terms,Affirming a Disjunct,
"Since rugulosin is the most effective antifungal compound, and rugulosin is the most potent antifungal agent, therefore, rugulosin should be used in all antifungal treatments.",rugulosin,Argument by Repetition,1,informal,inappropriate presumption,Hasty Generalization,,Fallacy of Composition,(225) Argument to Moderation,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming a Disjunct,
"Since assart is beneficial for the environment and assart is good for the environment, therefore, assart is beneficial and good for the environment.",assart,Argument by Repetition,1,informal,inappropriate presumption,Equivocation,,Denying a Conjunct,(6) Denying a Conjunct,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming a Disjunct,
"Since volvae are a crucial part of mushroom identification, and volvae are important for mushroom identification, therefore, volvae are essential for identifying mushrooms.",volvae,Argument by Repetition,1,informal,inappropriate presumption,Circular Reasoning,,Fallacy of Four Terms,(182) Circular Reasoning,Affirming the Consequent,Begging the Question,Redundancy,
"Since the metonic cycle is a complex concept that not everyone can easily understand and people desire an easy explanation to make sense of lunar and solar calendars, therefore, the metonic cycle is accepted as an absolute truth in explaining the correlation between these calendars.",metonic cycles,Appeal to Closure,1,informal,irrelevance,Appeal to Complexity,,Appeal to Complexity,Appeal to Complexity,Argument from Complexity (Appeal to Complexity),Appeal to Complexity,Appeal to Popularity,
"Since the local community has been experiencing a high rate of thefts and there is a need for closure and security, therefore, the recently arrived Ponga family, who have been acting somewhat peculiarly, must be responsible for the thefts.",ponga,Appeal to Closure,1,informal,irrelevance,Scapegoating,,Scapegoating,Appeal to Closure,Stereotyping the fallacy,Jumping to Conclusions,(92) Guilt by Association,
"Since the patient's sleep disorder could not be diagnosed through traditional methods and the doctors wanted to provide a definitive diagnosis for closure, therefore, they accepted the slightly abnormal actimeter readings as confirming evidence of a specific sleep disorder.",actimeters,Appeal to Closure,1,informal,irrelevance,Appeal to Closure,,Appeal to Closure,Appeal to Closure,Argument from Ignorance,Appeal to Closure,Affirming a Disjunct,
"Since the lockbolt on the door was found to be tampered with and the community is demanding immediate resolution to the recent break-ins, therefore, the local troublemaker, who was once seen fiddling with a lockbolt, must be the culprit.",lockbolt,Appeal to Closure,1,informal,irrelevance,Hasty Generalization,,Hasty Generalization,Jumping to Conclusions,Affirming the Consequent,Jumping to Conclusions,(1) Affirming the Consequent,
"Since there has been an increase in illegal activities in the city and the local government and citizens are desperate for a solution to restore peace, therefore, the new policy of illegalism, despite its insufficient evidence of effectiveness, is accepted as the only viable solution.",illegalism,Appeal to Closure,1,informal,irrelevance,Appeal to Desperation,,Appeal to Desperation,Appeal to Desperation,Argument of the Beard,Appeal to Desperation,Appeal to Desperation,
"Since Mkhitar has been missing for a few days and the community is anxious for answers and closure, therefore, Mkhitar must have run away from home.",mkhitar,Appeal to Closure,1,informal,irrelevance,Appeal to Desperation,,Jumping to Conclusions,Jumping to Conclusions,Denying the Antecedent,Jumping to Conclusions,Argument from Ignorance,
"Since there are countless noninteger values between 0 and 1 and it's too complex to examine each one individually for our mathematical problem, therefore, we will just assume all noninteger values are negligible and move on with our calculations.",noninteger,Appeal to Closure,1,informal,irrelevance,Appeal to Complexity,,Oversimplified Cause Fallacy,McNamara Fallacy,Oversimplified Cause Fallacy,Appeal to Complexity,(15) False Conversion,
"Since the local art fair was not well-received last year and schoenes, a renowned artist, submitted an abstract painting that was different from his usual style, therefore, schoenes' change in style must be the reason for the fair's poor reception.",schoenes,Appeal to Closure,1,informal,irrelevance,Post Hoc Ergo Propter Hoc,,Post Designation,Questionable Cause,Affirming the Consequent,Oversimplified Cause Fallacy,False Cause,
"Since the senhores have been ruling the community for years without any problems and people are yearning for a sense of stability and closure, therefore, the recent allegations of corruption against the senhores must be dismissed without thorough investigation.",senhores,Appeal to Closure,1,informal,irrelevance,Appeal to Tradition,,Appeal to Tradition,Appeal to Closure,The type of fallacy in the given reasoning step is Appeal to Tradition.,Appeal to Closure,Appeal to Popularity,
"Since the office has been experiencing theft and they found a swipecard at the scene of the crime and employees are desperate for a resolution to the theft issue, therefore, the owner of the swipecard is accepted as the thief.",swipecard,Appeal to Closure,1,informal,irrelevance,Jumping to Conclusions,,Hasty Generalization,Jumping to Conclusions,Affirming the Consequent,Jumping to Conclusions,Affirming the Consequent,
"Since gibberishes apparently cause confusion and confusion is undesirable, therefore, gibberishes are wrong and should be avoided.",gibberishes,False Effect,1,informal,insufficiency,Appeal to Consequences,,Appeal to Emotion,Appeal to Consequences,The type of fallacy in the given reasoning step is Argument by Gibberish.,Naturalistic Fallacy,Affirming the Consequent,
"Since eating brittlestem mushrooms apparently causes hallucinations and hallucinations are harmful, therefore, brittlestem mushrooms are harmful.",brittlestem,False Effect,1,informal,insufficiency,Fallacy of Composition,,Fallacy of the Undistributed Middle,Fallacy of Composition,The type of fallacy in the given reasoning step is Affirming the Consequent.,Appeal to Consequences,Affirming the Consequent,
"Since mcjobs apparently lead to a lack of career advancement and a lack of career advancement is undesirable, therefore, mcjobs are undesirable.",mcjobs,False Effect,1,informal,insufficiency,Circular Reasoning,,Fallacy of Composition,Affirming the Consequent,"This reasoning step exhibits the Fallacy of Composition, which is the error of assuming that what is true of the parts must also be true of the whole.",Naturalistic Fallacy,Affirming the Consequent,
"Since the wanderess often causes intrigue and mystery and intrigue and mystery can lead to dangerous situations, therefore, the wanderess is dangerous.",wanderess,False Effect,1,informal,insufficiency,Fallacy of the Undistributed Middle,,Fallacy of the Undistributed Middle,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Fallacy of the Undistributed Middle,Affirming a Disjunct,
"Since upsizers cause a rise in property prices and a rise in property prices is detrimental to first-time buyers, therefore, upsizers are harmful to the property market.",upsizers,False Effect,1,informal,insufficiency,Causal Reductionism,,Fallacy of the Undistributed Middle,Fallacy of Composition,The type of fallacy in the given reasoning step is Affirming the Consequent.,Fallacy of Composition,Affirming the Consequent,
"Since using denominal adjectives increases the complexity of a text and complex texts are harder to understand, therefore, using denominal adjectives should be avoided in all forms of writing.",denominal adjective,False Effect,1,informal,insufficiency,Oversimplified Cause Fallacy,,Nirvana Fallacy,Hasty Generalization,The type of fallacy in the given reasoning step is Oversimplified Cause Fallacy.,Appeal to Extremes,Affirming the Consequent,
"Since baroflex mechanisms apparently cause a drop in blood pressure and a drop in blood pressure is dangerous, therefore, baroflex mechanisms are harmful.",baroflex,False Effect,1,informal,insufficiency,False Effect,,Fallacy of the Undistributed Middle,Appeal to Consequences,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since reading books until the wee hours of the morning apparently causes fatigue the next day and feeling fatigued the next day is detrimental, therefore, reading books until late at night is harmful.",morrow,False Effect,1,informal,insufficiency,Affirming the Consequent,,Fallacy of the Undistributed Middle,Appeal to Consequences,The type of fallacy in the given reasoning step is Affirming the Consequent.,Appeal to Consequences,Affirming the Consequent,
"Since using toddy ladles causes a mess and messes are undesirable, therefore, using toddy ladles is undesirable.",toddy ladles,False Effect,1,informal,insufficiency,Fallacy of Composition,,Denying a Conjunct,Appeal to Consequences,The type of fallacy in the given reasoning step is Affirming the Consequent.,Non Sequitur,Affirming a Consequent,
"Since insisting on your point in a debate often leads to heated arguments and heated arguments are not conducive to constructive discussions, therefore, insisting on your point is a negative behavior.",insisting,False Effect,1,informal,insufficiency,Slippery Slope,,Appeal to Emotion,Slippery Slope,Affirming the Consequent,Appeal to Consequences,Affirming the Consequent,
"Since monkfish can't be delicious because they are ugly and the taste of a food is determined by its appearance, therefore, we can't trust our taste buds because they tell us that monkfish is delicious.",monkfish,Stolen Concept Fallacy,1,informal,ambiguity,Argument from Incredulity,,Appeal to Appearance,Appeal to Ridicule,"This reasoning step exhibits the Fallacy of Composition. The argument assumes that because monkfish are ugly, they cannot be delicious, which is a fallacious generalization from the appearance of the fish to its taste.",False Effect,Affirming a Disjunct,
"Since the Paralympics is not as popular as the Olympics, it means it's not as important or significant, and I saw a Paralympic game with a lot of spectators which proves its insignificance, therefore, the Paralympics is insignificant and should not be recognized.",paralympics,Stolen Concept Fallacy,1,informal,ambiguity,Hasty Generalization,,Appeal to Popularity,Kettle Logic,The type of fallacy in the given reasoning step is Hasty Generalization.,Hasty Generalization,Affirming the Consequent,
"Since subtypes are not a real concept, they are just made up and I used the concept of subtype to classify this argument, therefore, the concept of subtype is invalid.",subtype,Stolen Concept Fallacy,1,informal,ambiguity,Stolen Concept Fallacy,,Fallacy of Composition,Stolen Concept Fallacy,Begging the Question,Stolen Concept Fallacy,Affirming the Consequent,
"Since special damages are often exaggerated and cannot be trusted and we should calculate special damages to prove this point, therefore, we cannot rely on special damages to make fair settlements.",special damages,Stolen Concept Fallacy,1,informal,ambiguity,Circular Reasoning,,Fallacy of the Undistributed Middle,Circular Reasoning,Affirming the Consequent,Begging the Question,Begging the Question,
"Since rankism creates an unjust system and rankism itself is used as a tool to disprove the system's injustice, therefore, the system is not unjust.",rankism,Stolen Concept Fallacy,1,informal,ambiguity,Circular Reasoning,,Self Sealing Argument,Circular Reasoning,This reasoning step exhibits the Circular Reasoning fallacy.,Begging the Question,Circular Reasoning,
"Since butylation is a flawed chemical process and I used butylation to come to this conclusion, therefore, butylation cannot be trusted.",butylation,Stolen Concept Fallacy,1,informal,ambiguity,Circular Reasoning,,Denying the Antecedent,Argument from Fallacy,This reasoning step exhibits the Circular Reasoning fallacy.,Circular Reasoning,Argument from Fallacy,
"Since the number fifty sixth is illogical because it's just a random sequence of numbers and to prove this, let's count from one to fifty six, therefore, fifty sixth is an invalid concept.",fifty sixth,Stolen Concept Fallacy,1,informal,ambiguity,Non Sequitur,,Fallacy of Four Terms,Begging the Question,Affirming the Consequent,Argument by Gibberish,Affirming the Consequent,
"Since optical activity cannot be relied upon because it's a flawed scientific concept and I've used optical activity to determine the chirality of molecules, therefore, optical activity is not a valid scientific method.",optical activity,Stolen Concept Fallacy,1,informal,ambiguity,Circular Reasoning,,Fallacy of the Undistributed Middle,Circular Reasoning,The type of fallacy in the given reasoning step is Affirming the Consequent.,Circular Reasoning,Affirming the Consequent,
"Since monthly meetings are unproductive and a waste of time and we found this out by monthly meetings, therefore, we should stop having monthly meetings.",monthly meetings,Stolen Concept Fallacy,1,informal,ambiguity,Circular Reasoning,,Fallacy of the Undistributed Middle,Circular Reasoning,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Circular Reasoning,
"Since commonplace books are just a collection of random thoughts and ideas, they cannot be relied upon for serious research and I found an interesting idea in a commonplace book that has significantly contributed to my research, therefore, commonplace books are unreliable for research.",commonplace books,Stolen Concept Fallacy,1,informal,ambiguity,Hasty Generalization,,Hasty Generalization,Inconsistency,The type of fallacy in the given reasoning step is Affirming the Consequent.,Inconsistency,Affirming a Disjunct,
"Since tenderlings grow from seeds and these seeds come from mature tenderlings, therefore, the first tenderling came from a seed of another tenderling.",tenderling,Homunculus Fallacy,1,informal,inappropriate presumption,Begging the Question,,Fallacy of the Undistributed Middle,Circular Reasoning,This reasoning step exhibits the Fallacy of Affirming the Consequent.,Circular Reasoning,Affirming the Consequent,
"Since thiazinanes are synthesized by a specific chemical reaction and that specific chemical reaction is initiated by thiazinanes, therefore, thiazinanes are produced by thiazinanes.",thiazinanes,Homunculus Fallacy,1,informal,inappropriate presumption,Circular Reasoning,,Reification,Circular Reasoning,The type of fallacy in the given reasoning step is Circular Reasoning.,Circular Reasoning,Circular Reasoning,
"Since tetrazolium is used to measure cell viability and cell viability is determined by the presence of living cells, therefore, living cells are present because tetrazolium turns red.",tetrazolium,Homunculus Fallacy,1,informal,inappropriate presumption,Affirming the Consequent,,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,
"Since gauzoma has the ability to change its form and the change is controlled by a smaller gauzoma inside it, therefore, the smaller gauzoma's change is controlled by an even smaller gauzoma inside it.",gauzoma,Homunculus Fallacy,1,informal,inappropriate presumption,Homunculus Fallacy,,Reification,Homunculus Fallacy,Homunculus Fallacy,Homunculus Fallacy,Homunculus Fallacy,
"Since universal properties are properties that all things share and these properties are defined by the universal essence of every object, therefore, the universal essence of every object is determined by universal properties.",universal properties,Homunculus Fallacy,1,informal,inappropriate presumption,Circular Reasoning,,Reification,Circular Reasoning,Affirming the Consequent,Circular Reasoning,Circular Reasoning,
"Since hypercells are a complex system that can self-replicate and the origin of hypercells is that a pre-existing hypercell created it, therefore, the first hypercell was created by a hypercell.",hypercell,Homunculus Fallacy,1,informal,inappropriate presumption,Circular Reasoning,,Circular Reasoning,Circular Reasoning,The type of fallacy in the given reasoning step is Affirming the Consequent.,Circular Reasoning,Circular Reasoning,
"Since a quasi corporation needs to be legally recognized to operate, and this legal recognition depends on the approval of a higher authority, therefore, this higher authority is a larger quasi corporation that also needs to be legally recognized to operate.",quasi corporation,Homunculus Fallacy,1,informal,inappropriate presumption,Fallacy of Division,,Fallacy of Composition,Slippery Slope,Affirming the Consequent,Circular Reasoning,Fallacy of Composition,
"Since a nervous breakdown is a result of extreme stress and stress is caused by the mental processing of the nervous breakdown, therefore, a nervous breakdown is a result of the nervous breakdown itself.",nervous breakdowns,Homunculus Fallacy,1,informal,inappropriate presumption,Circular Reasoning,,Circular Reasoning,Circular Reasoning,This reasoning step exhibits the Circular Reasoning fallacy.,Circular Reasoning,Circular Reasoning,
"Since sharbers can only be created by a specific process and this specific process is initiated and controlled by the existence of sharbers, therefore, sharbers are generated by sharbers.",sharbers,Homunculus Fallacy,1,informal,inappropriate presumption,Circular Reasoning,,Circular Reasoning,Circular Reasoning,Circular Reasoning,Circular Reasoning,Circular Reasoning,
"Since the team lost their rank because of the position penalty and the position penalty was imposed because the team lost their rank, therefore, the team is continually losing their rank due to the position penalty.",position penalty,Homunculus Fallacy,1,informal,inappropriate presumption,Circular Reasoning,,Kettle Logic,Circular Reasoning,This reasoning step exhibits the fallacy of Circular Reasoning.,Circular Reasoning,Circular Reasoning,
"Since pulvilli are adhesive structures on the feet of insects and adhesion can cause objects to stick together, therefore, if an insect with pulvilli lands on you, you'll be stuck to it forever.",pulvilli,Appeal to Extremes,1,informal,ambiguity,Slippery Slope,,Fallacy of the Undistributed Middle,Slippery Slope,Affirming the Consequent,Appeal to Extremes,Fallacy of Composition,
"Since overseals are used to protect product packaging and all packaging must be protected, therefore, if we don't put overseals on every single item in our home, they will all be contaminated and unusable.",overseals,Appeal to Extremes,1,informal,ambiguity,Slippery Slope,,Conjunction Fallacy,Slippery Slope,Affirming the Consequent,Appeal to Extremes,Affirming the Consequent,
"Since eating one breakfast muffin is deemed healthy and if you can eat one, why not eat 100?, therefore, eating 100 breakfast muffins at once is also healthy.",breakfast muffin,Appeal to Extremes,1,informal,ambiguity,Slippery Slope,,Conjunction Fallacy,Appeal to Extremes,"This reasoning step exhibits the Fallacy of Composition, which is the error of assuming that what is true of the parts must also be true of the whole.",Appeal to Extremes,Argument by analogy,
"Since you're wearing a sundress, and sundresses are typically worn on hot, sunny days, therefore, you must be causing global warming.",sundress,Appeal to Extremes,1,informal,ambiguity,False Cause,,(49) Non Sequitur,Non Sequitur,Affirming the Consequent,Questionable Cause,Fallacy of Composition,
"Since the atomic nucleus contains most of the atom's mass and nuclei are involved in nuclear reactions that release a vast amount of energy, therefore, handling any atomic nucleus would cause a nuclear explosion.",atomic nucleus,Appeal to Extremes,1,informal,ambiguity,False Effect,,Oversimplified Cause Fallacy,Hasty Generalization,Affirming the Consequent,Fallacy of Composition,Fallacy of Composition,
"Since optimalism promotes the belief that the best possible outcome will always occur, and the best possible outcome would mean winning the lottery every time we play, therefore, believing in optimalism means we should all become millionaires overnight.",optimalism,Appeal to Extremes,1,informal,ambiguity,Nirvana Fallacy,,Nirvana Fallacy,Strawman Fallacy,Nirvana Fallacy,Appeal to Extremes,Affirming the Consequent,
"Since kayak paddles are used to propel kayaks and propulsion involves force, therefore, using a kayak paddle is equivalent to launching a rocket into space, given the extreme force required for that.",kayak paddle,Appeal to Extremes,1,informal,ambiguity,False Equivalence,,False Equivalence,Weak Analogy,Faulty Comparison,Weak Analogy,False Analogy,
"Since swordpoints are sharp and can cause injury, therefore, if you ever touch a swordpoint, you will inevitably get injured and possibly die.",swordpoints,Appeal to Extremes,1,informal,ambiguity,Slippery Slope,,Slippery Slope,Slippery Slope,Affirming the Consequent,Appeal to Extremes,Affirming the Consequent,
"Since gibbed lathes are used for precise metal cutting and precision is required in spacecraft building, therefore, using gibbed lathes means you're preparing to build a spaceship.",gibbed lathes,Appeal to Extremes,1,informal,ambiguity,Fallacy of the Undistributed Middle,,Non Sequitur,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,
"Since annual ryegrass grows quickly and can reach a height of 3 feet in just a few months and if we let it grow uncontrolled, therefore, it will reach a height of 180 feet in a few years, which is taller than the Leaning Tower of Pisa.",annual ryegrass,Appeal to Extremes,1,informal,ambiguity,Slippery Slope,,Slippery Slope,Slippery Slope,Affirming the Consequent,Appeal to Extremes,(129) Reductio ad Absurdum,
"Since everyone knows that cimex are harmful pests, therefore, cimex are harmful pests.",cimex,Alleged Certainty,1,informal,inappropriate presumption,Argument from Common Belief,,Appeal to Common Belief,(68) Appeal to Common Belief,Begging the Question (214),Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that sodomies are immoral, therefore, sodomies are immoral.",sodomies,Alleged Certainty,1,informal,inappropriate presumption,Begging the Question,,Appeal to Common Belief,(68) Appeal to Common Belief,This reasoning step belongs to the Circular Reasoning fallacy.,Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that gcaleka is the best, therefore, gcaleka is the best.",gcaleka,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Common Belief,,Appeal to Popularity,Appeal to Common Belief,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that spontaneism leads to chaos and disarray, therefore, spontaneism leads to chaos and disarray.",spontaneism,Alleged Certainty,1,informal,inappropriate presumption,Begging the Question,,Appeal to Common Belief,Begging the Question,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that using subscripts simplifies mathematical equations, therefore, using subscripts definitely simplifies mathematical equations.",subscripts,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Common Belief,,Appeal to Common Belief,Appeal to Common Belief,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that atlizumab is the best treatment for autoimmune diseases, therefore, atlizumab is the best treatment for autoimmune diseases.",atlizumab,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Common Belief,,Appeal to Popularity,Begging the Question,The type of fallacy in the given reasoning step is Affirming the Consequent.,Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that thiepanes are harmful, therefore, thiepanes are harmful.",thiepanes,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Common Belief,,Appeal to Common Belief,(68) Appeal to Common Belief,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since everybody knows that the city centre is the best place to bring business, therefore, we must bring our new business to the city centre.",bring centre,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Common Belief,,Appeal to Popularity,Appeal to Common Belief,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since everyone knows that a nonlover lacks empathy, therefore, a nonlover definitely lacks empathy.",nonlover,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Common Belief,,Appeal to Common Belief,(68) Appeal to Common Belief,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since everyone agrees that a singer's vibrato is a sign of their musical talent, therefore, a singer's vibrato is undeniably a sign of their musical talent.",vibrato,Alleged Certainty,1,informal,inappropriate presumption,Appeal to Popularity,,Appeal to Popularity,Appeal to Common Belief,Affirming the Consequent,Appeal to Common Belief,Appeal to Popularity,
"Since secular individuals cannot prove the non-existence of God, therefore, God exists.",secularity,Unfalsifiability,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,The type of fallacy in the given reasoning step is Argument from Ignorance.,Argument from Ignorance,Argument from Ignorance,
"Since the acrosome contains enzymes that help sperm penetrate the egg and these enzymes are undetectable by any scientific means, therefore, the acrosome actually transforms these enzymes into magical substances that guarantee conception.",acrosome,Unfalsifiability,1,informal,inappropriate presumption,Confusing Currently Unexplained with Unexplainable,,Magical Thinking,Argument from Ignorance,Argument from Ignorance,Magical Thinking,Appeal to Ignorance,
"Since there's no way to prove that tall people are good at sports, therefore, tall people are not good at sports.",tallnesses,Unfalsifiability,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since Pullicat is a magical place where time stands still and this phenomenon cannot be measured or observed by any human or scientific methods, therefore, Pullicat is indeed timeless.",pullicat,Unfalsifiability,1,informal,inappropriate presumption,Unfalsifiability,,Appeal to Faith,Unfalsifiability,The type of fallacy in the given reasoning step is Argument from Ignorance.,Begging the Question,Argument from Ignorance,
"Since the frontman of the band is a musical genius and such genius cannot be measured by any known musical theory or instrumentation, therefore, the frontman's musical genius is an undeniable truth.",frontman,Unfalsifiability,1,informal,inappropriate presumption,Unfalsifiability,,Appeal to Authority,Appeal to Ignorance,Argument from Incredulity,Appeal to Self evident Truth,Appeal to Intuition,
"Since there is a mystical energy field that determines the success of farrowings and this energy field is invisible and cannot be detected, influenced, or measured by any physical means or scientific equipment, therefore, the success of every farrowing is predetermined by this unfathomable energy field.",farrowings,Unfalsifiability,1,informal,inappropriate presumption,Unfalsifiability,,Argument from Incredulity,Unfalsifiability,Argument from Ignorance,Questionable Cause,Argument from Ignorance,
"Since stotties have a unique taste that can't be replicated by any other bread and this unique taste is due to invisible flavor particles that cannot be detected or measured by any scientific method, therefore, stotties are the best tasting bread in the world.",stottie,Unfalsifiability,1,informal,inappropriate presumption,Unfalsifiability,,Reification,Argument from Ignorance,Argument from Incredulity,Begging the Question,Affirming a Disjunct,
"Since viremia is the presence of viruses in the bloodstream and viruses are invisible to the naked eye, therefore, everyone has permanent viremia, but it is simply undetectable by current medical science.",viremia,Unfalsifiability,1,informal,inappropriate presumption,Argument from Ignorance,,Fallacy of the Undistributed Middle,Jumping to Conclusions,Argument from Ignorance,Appeal to Ignorance,Affirming a Disjunct,
"Since polymaths are capable of mastering multiple fields of study and their knowledge is all-encompassing and cannot be tested in its entirety, therefore, all polymaths are undoubtedly geniuses.",polymath,Unfalsifiability,1,informal,inappropriate presumption,Hasty Generalization,,Hasty Generalization,Hasty Generalization,The type of fallacy in the given reasoning step is Argument from Ignorance.,Hasty Generalization,Affirming the Consequent,
"Since penguinese is a language spoken by all penguins and this language is beyond human comprehension or detection, therefore, it is unquestionably true that penguins communicate through penguinese.",penguinese,Unfalsifiability,1,informal,inappropriate presumption,Unfalsifiability,,Reification,Begging the Question,The type of fallacy in the given reasoning step is Argument from Ignorance (201).,Begging the Question,Argument from Ignorance,
