index,step,category,subcategory,set_number,q90,q180,adrian_response,adrian_comment
1493,"Since all daily routines involve eating and some exercise routines are not daily routines, therefore, some exercise routines may not involve eating.",formal,syllogistic,9,0,0,,
110,"Since all junkmen are humans and all doctors are humans, therefore, if junkmen and doctors exist, some humans could be junkmen or doctors.",formal,syllogistic,7,0,0,,
2275,"Since John argues that Kirtleys are affordable and John is a Kirtley salesman, therefore, we should analyze John's argument and the actual market prices to determine if Kirtleys are affordable.",informal,irrelevance,9,0,0,,
3968,"Since diuells are known for causing mischief and children are also known for causing mischief, therefore, children are like diuells.",informal,insufficiency,8,0,0,,
1169,"Since only 1% of people who slather their skin in a certain cream cure their skin disease and my friend started slathering this cream and her skin disease disappeared, therefore, this cream is highly effective in curing skin diseases.",informal,insufficiency,7,0,0,,
4194,"Since an omega male tends to be introverted and less competitive and John is part of the group of omega males, therefore, John may be introverted and less competitive.",informal,insufficiency,7,0,0,,
232,"Since we can put a man on the moon and tunnel sterns are a complex engineering challenge, therefore, with sufficient resources, research, and development, we can strive to develop a design for tunnel sterns that mitigates its current flaws.",informal,irrelevance,9,0,0,,
66,"Since I need to take bopindolol for my heart condition or I need to exercise regularly, and I am taking bopindolol for my heart condition, therefore, I do not need to exercise regularly.",formal,propositional,7,0,0,,
4229,"Since terrace chants are the best because they are so popular and they are popular because they are the best, therefore, terrace chants are the best.",informal,inappropriate presumption,7,0,0,,
1603,"Since the Koslowskis always arrive late to events, never remember birthdays and anniversaries, often forget to return borrowed items, and frequently miss appointments, but they are always there in times of crisis, never fail to lend a helping hand, constantly support their friends' endeavors, and are known for their generosity and kindness, therefore, the Koslowskis are the most unreliable people.",informal,insufficiency,10,0,0,,
2072,"Since a linear system can solve multiple variables at once and a linear system is composed of individual linear equations, therefore, the system of these individual linear equations together can solve multiple variables at once.",informal,insufficiency,8,0,0,,
3283,"Since everyone knows that spontaneism leads to chaos and disarray, therefore, spontaneism leads to chaos and disarray.",informal,inappropriate presumption,8,0,0,,
3596,"Since technology and healthcare sectors often thrive together in the stock market and investors often move from one to the other in sector rotation, therefore, if sector rotation is disregarded, the performance of the stock market may be affected, but it would not necessarily lead to a collapse.",informal,inappropriate presumption,9,0,0,,
2192,"Since yumplatok is spoken by people from different countries and there is evidence that everyone who has been taught yumplatok can understand it, therefore, yumplatok is a universally understood language.",informal,inappropriate presumption,9,0,0,,
536,"Since the Canary Islands are large, and I've been to the Canary Islands, therefore, I've been to a large place.",informal,inconsistency,8,0,0,,
2859,"Since I cannot provide evidence for the existence of mantits, it is incorrect to assume mantits must exist just because you can't prove that mantits don't exist. Instead, we should maintain that the existence of mantits is unconfirmed until valid evidence can be provided.",informal,inappropriate presumption,8,0,0,,
125,"Since the patrioteers began their campaign and the crime rate in the city has subsequently decreased, therefore, the patrioteers' campaign is responsible for the decrease in crime.",informal,insufficiency,9,0,0,,
3545,"Since a fetologist was recently caught in a scandal for unethical practices and this fetologist is a member of the broader medical community, therefore, it's outrageous how the entire medical community is riddled with unethical behavior.",informal,irrelevance,9,0,0,,
2133,"Since the tileset has vibrant colors and a catchy design and it has been praised for its aesthetic appeal, therefore, the tileset might be visually appealing in many game environments.",informal,irrelevance,10,0,0,,
1254,"Since I wish that cymol could be a cure for all diseases and the world would be a better place if that were true, therefore, it is worthwhile to conduct comprehensive research into the potential of cymol as a disease cure.",informal,irrelevance,7,0,0,,
1296,"Since everyone who eats holubtsi has a favorite recipe, and each person's favorite recipe can be different, therefore, every person who eats holubtsi can have their own potentially unique favorite recipe.",formal,quantificational,9,0,0,,
1976,"Since rhyphids are an important part of the ecosystem, and you've asked how their population is being affected by climate change, therefore, we should investigate the impact of changing temperatures and weather patterns on rhyphids' habitats and life cycles.",informal,irrelevance,10,0,0,,
4195,"Since a single protein missfolding doesn't cause disease and proteins are part of the human body, therefore, it is not necessarily true that the human body cannot develop diseases from protein missfolding, as a combination or accumulation of misfolded proteins could potentially lead to disease.",informal,insufficiency,8,0,0,,
4069,"Since Alice stated that she doesn't understand the purpose of blypes and Alice obviously believes that all blypes should be completely eradicated from existence, therefore, Alice's claim that she doesn't understand blypes is false.",informal,irrelevance,8,0,0,,
2075,"Since texting is a part of textiquette and textiquette encourages using proper language and grammar, therefore, it is encouraged that text messages should be grammatically correct and formal.",informal,insufficiency,9,0,0,,
484,"Since we've already invested substantial funds in developing the lockshields system and additional funding is needed to complete its development, otherwise the initial investment will be lost, therefore, the additional funding is justified.",informal,insufficiency,8,0,0,,
1654,"Since hairworms can control the behavior of their host and they have a complex life cycle, therefore, hairworms can potentially be a danger to their specific hosts.",informal,insufficiency,10,0,0,,
1215,"Since gumagumas are popular among children and they are often seen chewing gumagumas during school breaks, therefore, gumagumas are a common choice of snack for children during school breaks.",informal,inappropriate presumption,7,0,0,,
3086,"Since Lapis Armenus is often used in manufacturing jewelry and you're suggesting to use this gemstone in our new line, therefore, are you trying to push Lapis Armenus because you're Armenian? Is this a nationalistic bias or a genuine professional recommendation?.",informal,irrelevance,9,0,0,,
4252,"Since the sudden appearance of the rare hylomantis frog in urban areas and the known phenomenon of wildlife adapting to urban environments, therefore, this could be an example of urban wildlife adaptation and not necessarily a sign of impending doom for urban civilizations.",informal,inappropriate presumption,10,0,0,,
4226,"Since handygripes are the best because they're recommended by all handygripes users and all handygripes users recommend them because handygripes are the best, therefore, handygripes are the best.",informal,inappropriate presumption,8,0,0,,
4012,"Since Mishmoshes has won the last five rounds of the card game and the outcome of each game is independent, therefore, Mishmoshes has the same probability of winning the next round as any other player, regardless of previous outcomes.",formal,probabilistic,9,0,0,,
4203,"Since the scientist said, ""cycloscopes can be dangerous"" and this statement was taken out of its original context where he was discussing improper usage, therefore, it is concluded that cycloscopes are inherently dangerous.",informal,ambiguity,9,0,0,,
3345,"Since Mike collects fustets and serial killer Bob also collected fustets, therefore, Mike must have the same violent tendencies as Bob.",informal,irrelevance,7,0,0,,
4147,"Since wernerite possesses unique properties and you may not be able to understand this through empirical evidence alone, therefore, you will comprehend the uniqueness of wernerite if you have faith.",informal,irrelevance,8,0,0,,
1774,"Since you didn't laugh at the smeghead joke, and most smeghead fans find smeghead jokes funny, therefore, you might not be a smeghead fan or you might not have found that particular joke funny.",informal,inappropriate presumption,10,0,0,,
2410,"Since you discovered a new species of entoniscid and entoniscids are popular pets, therefore, you might have had the opportunity to potentially earn money if you had patented and sold them, although this is not guaranteed.",informal,inappropriate presumption,10,0,0,,
2797,"Since tuberous sclerosis is a severe genetic disorder that causes benign tumors to grow in multiple organs, leading to symptoms such as seizures, developmental delay, and potentially severe intellectual disability and it has also inspired significant advancements in our understanding of the human genome and ignited the passion of researchers worldwide to find a cure, bringing communities together in support and solidarity, therefore, my viewpoint on tuberous sclerosis is that it is a serious condition that needs urgent attention and research, but it also showcases the resilience of affected individuals and the power of scientific advancements.",informal,irrelevance,9,0,0,,
918,"Since I found a weevil in my pantry this morning and later in the day, I tripped and sprained my ankle, therefore, these are two separate events that occurred in the same day, but there is no concrete evidence to suggest that the presence of the weevil caused my accident.",informal,insufficiency,10,0,0,,
1646,"Since Owords is a popular and interactive word game app that has helped numerous users improve their vocabulary and language skills and a few users have complained about the game's occasional technical glitches, therefore, Owords is a terrible app not worth downloading.",informal,insufficiency,9,0,0,,
1026,"Since the graviscalar, a hypothetical quantum field, has yet to be experimentally confirmed and the standard model of particle physics does not account for gravity, therefore, the graviscalar must be the source of gravity and this field might be interacting with dark matter, explaining its elusive nature.",informal,insufficiency,8,0,0,,
1030,"Since my LPWAN device isn't connecting and there was a solar flare reported earlier today, it is possible that the solar flare might have disrupted the device's connectivity, but it's also likely that the device may be malfunctioning or there might be a network issue.",informal,insufficiency,10,0,0,,
882,"Since you are such a virtuosa, everyone is in awe of your talent and your performance can elevate any music piece to unprecedented heights, therefore, you should definitely play this challenging piece at the upcoming concert.",informal,irrelevance,9,0,0,,
1335,"Since Nazianzens were prominent figures in the early Christian church and they advocated for the doctrine of the Holy Trinity, therefore, one could argue that understanding the doctrine of the Holy Trinity is important for understanding the role of the Nazianzens in the early Christian church.",informal,irrelevance,9,0,0,,
2746,"Since there have been reports of rewets causing environmental damage and this type of behavior is damaging to their reputation, therefore, these must be imposters from another group trying to make rewets look bad.",informal,insufficiency,7,0,0,,
3895,"Since most people don't regularly engage in praisings and the frequency of engaging in praisings does not determine its value or worth, therefore, we should decide whether or not to strive for praisings based on individual preferences and values, not societal norms.",informal,insufficiency,9,0,0,,
2713,"Since I am loyal to the Ghoul Society and the Ghoul Society claims that ghouls are superior to humans, therefore, I will critically evaluate and seek evidence for the claim that ghouls are superior to humans, rather than accepting it without question based on my loyalty.",informal,irrelevance,10,0,0,,
364,"Since John: I think the Sierpinski numbers are not well-studied enough, we need more research on this topic and Mary: If you're so unhappy with the current state of research, why don't you go and join a more advanced mathematical society?, therefore, Mary's argument commits the traitorous critic fallacy by not addressing John's criticism and suggesting he should leave if he's not happy.",informal,irrelevance,10,0,0,,
4539,"Since most of the successful entrepreneurs we hear about today were highly ambitious and hardworking junior highers and we rarely get to hear stories of junior highers who were equally ambitious and hardworking but didn't end up as successful, therefore, being an ambitious and hardworking junior higher increases the likelihood of becoming a successful entrepreneur, but it does not guarantee success.",informal,insufficiency,7,0,0,,
3287,"Since everybody knows that the city centre is the best place to bring business, therefore, we must bring our new business to the city centre.",informal,inappropriate presumption,9,0,0,,
2125,"Since the padeye is the anchor in the sea of uncertainty and this phrase has a poetic rhythm and visual appeal, therefore, the padeye must be the most reliable component in any structure.",informal,irrelevance,8,0,0,,
27,"Since I claim that benzopyran has magical properties that can cure all diseases and you cannot prove that it doesn't, therefore, benzopyran indeed cures all diseases.",informal,inappropriate presumption,10,0,0,,
473,"Since the sordine is designed to mute the sound and the sordine effectively reduces the volume of the instrument, therefore, the sordine is an effective tool for silent practice.",informal,inconsistency,7,0,0,,
525,"Since Weinbergers are the most delicious sandwiches in the world and Weinbergers are the worst sandwiches in the world, therefore, Weinbergers are both the most delicious and the worst sandwiches in the world.",informal,inconsistency,8,0,0,,
725,"Since the Patmos paradoxical paradigm pervades the perspicuous periphery of perambulation and the subcortical resonance of Patmos in the quantum consciousness matrix exemplifies the ontological constancy of metaphysical isotropy, therefore, Patmos is the ultimate truth.",informal,irrelevance,9,0,0,,
55,"Since talking about the concept of grossone can be considered politically incorrect because it disrupts conventional mathematical norms and the validity of a mathematical concept is not determined by its level of political correctness but by its logical coherence and empirical evidence, therefore, the concept of grossone needs to be evaluated on its own merits and not dismissed merely because it challenges existing norms.",informal,irrelevance,9,0,0,,
638,"Since all grissoms are green and anything that is green is invincible, therefore, all grissoms are invincible. ",informal,insufficiency,9,0,0,,
302,"Since Byembye has always been a safe neighborhood and we haven't heard anything bad about it recently, therefore, it must still be a safe place to live.",informal,insufficiency,9,0,0,,
2766,"Since a hurricane destroyed the entire population of tillandsia recurvata in the region and this will lead to a boom in the plant nursery industry as they rush to replace the plants, therefore, the hurricane was actually beneficial for the local economy.",informal,inappropriate presumption,10,0,0,,
4330,"Since if the cercomere is not present, the cell may struggle to divide and if the cercomere is present, it may cause uncontrolled cell division that could potentially lead to cancer, therefore, the cell's health is likely dependent on the right balance of cercomere presence and activity.",informal,inappropriate presumption,9,0,0,,
1276,"Since Professor Dupont, a respected literary critic, stated that the compte rendu of the novel is exceptional and his assessment is supported by a detailed analysis of the novel's themes, narrative techniques, and character development, therefore, the compte rendu of the novel can be considered exceptional.",informal,irrelevance,9,0,0,,
1890,"Since equality is a fundamental concept in mathematics and Samantha believes that equality doesn't apply to her because she perceives numbers differently, therefore, equality is true for everyone, including Samantha, regardless of individual perception.",informal,inappropriate presumption,7,0,0,,
624,"Since everyone in the world uses telekong for communication and telekong always provides secure and uninterrupted communication, therefore, there will be no miscommunication or misunderstanding among people. ",informal,insufficiency,9,0,0,,
2055,"Since all highland wildcats are endangered and some wildcats are not endangered, therefore, those that are not endangered are likely not highland wildcats.",informal,ambiguity,9,0,0,,
1280,"Since every assassin has a target and a congressman can be a target, therefore, there is one congressman who is the target of every assassin.",formal,quantificational,9,0,0,,
2851,"Since there is no evidence to prove that occlusive substances exist and the lack of disproof does not equate to proof, therefore, the existence of occlusive substances remains unconfirmed until sufficient evidence is provided.",informal,inappropriate presumption,9,0,0,,
1049,"Since no kexes are mammals and some mammals are not birds, therefore, some birds are not kexes.",formal,syllogistic,9,0,0,,
336,"Since angioplasty can potentially alleviate your symptoms and it is a commonly used and effective procedure for heart disease, therefore, angioplasty could be a suitable solution for your heart disease.",informal,irrelevance,8,0,0,,
3644,"Since Leonhardts never make mistakes and the mistake was made by a Leonhardt and there was no mistake in the first place, therefore, Leonhardts are flawless.",informal,inconsistency,8,0,0,,
47,"Since seining is a traditional fishing method used by various cultures and all cultural practices must be seen as equally respectful due to political correctness, therefore, seining, despite its potential harm to marine ecosystems, is just as acceptable as sustainable fishing methods.",informal,irrelevance,9,0,0,,
2878,"Since the doctor said, ""Your test results show a semicoma?"" with a questioning intonation and the family asked the doctor to clarify their statement, therefore, the family understood the patient's condition accurately based on the doctor's clarification.",informal,ambiguity,7,0,0,,
106,"Since all lentinans are polysaccharides and all starches are polysaccharides, therefore, all lentinans are starches.",formal,syllogistic,10,0,0,,
2397,"Since world-renowned chef Gordon Ramsay claims that understanding covariances is crucial for perfecting your cooking skills and a statistician expert confirmed that understanding covariances can help in precise measurement and consistency, which are crucial in cooking, therefore, we should study covariances to become better at cooking.",informal,irrelevance,8,0,0,,
1079,"Since John believes that calleys are beneficial for their medicinal properties and Maria claims that daisies also have medicinal properties for the same reasons, therefore, John evaluates Maria's claim about daisies using the same criteria he uses for calleys, without dismissing it outright.",informal,inappropriate presumption,8,0,0,,
2286,"Since the dangdut singer is promoting her new album and she has a vested interest in gaining popularity, therefore, her album isn't good.",informal,irrelevance,9,0,0,,
2261,"Since Mr. Smith argues that the park should be open late for evening concerts and Mr. Smith is a known crotcheteer who enjoys such evening activities, therefore, his argument is flawed and the park should not be open late for concerts.",informal,irrelevance,9,0,0,,
1144,"Since no one in the neighborhood likes or supports the youth center and crime rates have been increasing in our community, therefore, the youth center is to blame for the rise in crime.",informal,irrelevance,7,0,0,,
2094,"Since all sousaphones are either loud or not loud and I define loud as generating a high level of decibels perceivable by the human ear, some sousaphones are loud, therefore, the term loud retains its meaning for sousaphones.",informal,inappropriate presumption,10,0,0,,
2296,"Since the dangdut singer is promoting her new album and she has a vested interest in gaining popularity, therefore, we should further investigate or listen to the album to determine its quality.",informal,irrelevance,9,0,0,,
2841,"Since I cannot prove that occlusive substances exist and you cannot disprove their existence, therefore, occlusive substances must exist.",informal,inappropriate presumption,7,0,0,,
3144,"Since Warsames have a history of being involved in conflicts and you are a Warsame, therefore, your argument promoting peace is invalid.",informal,irrelevance,4,0,0,,
1836,"Since we can measure the number of livestock killed by waheelas and we cannot easily quantify the ecological balance they bring, therefore, we need to conduct further research to fully understand the impact of waheelas before deciding on a course of action.",informal,insufficiency,9,0,0,,
1753,"Since Fishdom is defined as a world inhabited by aquatic species and Fishdom species are aquatic creatures that live in water-based environments, therefore, Fishdom is a world inhabited by aquatic creatures that live in water-based environments.",informal,inappropriate presumption,9,0,0,,
1101,"Since John made a hurtful comment about Lisa's sensitivity, and Lisa believes that John would be hurt if the same comment was made about his sensitivity, therefore, it is justified for Lisa to make a hurtful comment about John's sensitivity.",informal,inappropriate presumption,10,0,0,,
1968,"Since Inguens are known to be an endangered species and Their habitat is rapidly shrinking due to deforestation, therefore, It sure is a beautiful day outside, isn't it?.",informal,irrelevance,9,0,0,,
3978,"Since diuells are known to live in hot environments and lava is also found in hot environments, it can be inferred that diuells can survive in conditions similar to where lava is found.",informal,insufficiency,9,0,0,,
3117,"Since a sawtooth wave is not the same as a square wave and they both are non-sinusoidal waveforms which can be created by harmonically adding sine waves, therefore, a sawtooth wave and a square wave share common characteristics but are not identical.",informal,inappropriate presumption,9,0,0,,
2393,"Since renowned chef Gordon Ramsay believes that the best transport containers for food are made of bamboo and Gordon Ramsay is a trusted expert in the culinary field, ",informal,irrelevance,9,0,0,,
523,"Since Bullists are peaceful creatures that never harm anyone and Bullists are known to aggressively defend their territory by causing harm, therefore, Bullists are both peaceful and aggressive creatures.",informal,inconsistency,9,0,0,,
2280,"Since the geologist is promoting the benefits of Guyanaite and the geologist specializes in the study of Guyanaite, therefore has a vested interest in its acceptance, therefore, the proclaimed benefits of Guyanaite are false.",informal,irrelevance,10,0,0,,
2692,"Since I conducted a survey in a local mental health clinic and found that 90% of the participants suffer from pathoses and these participants in the clinic are a specific group within the general population, therefore, a significant portion of individuals in mental health clinics suffer from pathoses.",informal,insufficiency,7,0,0,,
4346,"Since the charismatic Professor Smith, an expert in World Englishes, claims that American English will soon be the dominant form worldwide and Professor Smith is incredibly charming and persuasive, therefore, American English will indeed become the dominant form of English worldwide.",informal,irrelevance,8,0,0,,
2885,"Since you claim that a forestful of trees can absorb a significant amount of carbon dioxide and can you be absolutely certain about this? Have you personally measured the absorption rate of every tree in a forestful?, therefore, your claim about a forestful of trees absorbing a significant amount of carbon dioxide is false.",informal,irrelevance,9,0,0,,
1428,"Since endleaves contribute to the overall health of the tree and there are many factors like sunlight, water, and soil quality that determine a tree's health, therefore, the endleaves are solely responsible for a tree's health.",informal,insufficiency,10,0,0,,
2581,"Since poppets are used in magic rituals and drugs like LSD are also used to alter states of consciousness, therefore, using poppets is the same as using drugs.",informal,insufficiency,10,0,0,,
3900,"Since pesticide expert A believes carbamates are highly toxic to humans and pesticide expert B argues carbamates have minimal effects on human health, therefore, we can't make any definitive statements about the safety of carbamates.",informal,irrelevance,10,0,0,,
681,"Since Ilokano is the most beautiful language in the world and any criticism against it only proves its beauty even more, therefore, Ilokano's beauty is undeniable and absolute.",informal,inappropriate presumption,8,0,0,,
603,"Since Moffie is known for his eccentric behavior and controversial statements and Moffie is a member of the Science Club, therefore, all members of the Science Club are eccentric and controversial like Moffie.",informal,insufficiency,7,0,0,,
1489,"Since all neaptides are natural phenomena and no tsunamis are neaptides, therefore, no tsunamis are natural phenomena.",formal,syllogistic,9,0,0,,
4541,"Since the philosopher Deadname proclaimed in ancient times that the earth was at the center of the universe and Deadname was a renowned thinker of his era, therefore, we should accept that the earth is indeed the center of the universe.",informal,irrelevance,10,0,0,,
3860,"Since riding a wheely can contribute to bicycle accidents and there are numerous accidents involving bicycles, therefore, to eliminate bicycle accidents, we must stop people from riding wheelies.",informal,insufficiency,9,0,0,,
4484,"Since macroclumps are formed from the gravitational pull of dark matter, and macroclumps contain thousands of galaxies, and our own Milky Way galaxy is part of a macroclump, therefore, macroclumps must be the cause of global warming.",informal,irrelevance,9,0,0,,
3122,"Since if you don't believe in the existence of Chorthippus Jutlandica, your house will be infested with harmful insects and no one wants a house infested with harmful insects, therefore, Chorthippus Jutlandica must exist.",informal,irrelevance,8,0,0,,
4182,"Since a single bacterium from a pathogroup is harmless and a pathogroup consists of many such bacteria, therefore, a pathogroup is harmless.",informal,insufficiency,8,0,0,,
60,"Since I will visit Cornwallis now or I will stay home this weekend and I have decided to visit Cornwallis now, therefore, I cannot stay home this weekend.",formal,propositional,8,0,0,,
1969,"Since you have accumulated too many demerit points on your driving record and this could lead to your license being suspended, therefore, you should really consider getting a new car.",informal,irrelevance,10,0,0,,
671,"Since ""odontiasis"" is a term that has ten letters and odontiasis is a condition involving a tooth or teeth, therefore, odontiasis is a term with ten letters that describes a condition involving a tooth or teeth.",informal,ambiguity,8,0,0,,
92,"Since needlets are small enough to pass through skin without causing pain and they can deliver medication directly to the area of concern, it can be argued that needlets could be a more comfortable and targeted method of drug administration. Furthermore, given that needlets are cost-effective and they reduce the risk of infection, it indicates that needlets might be a safer, more affordable alternative to traditional needles. ",informal,irrelevance,9,0,0,,
666,"Since ""condylotomy"" is made up of eleven letters and the procedure condylotomy is a surgical division of a condyle, therefore, the procedure condylotomy is made up of eleven steps.",informal,ambiguity,8,0,0,,
3953,"Since Fendosal is a highly effective painkiller and studies show that it doesn't work for some patients, therefore, further research is needed to understand why Fendosal is not effective for these patients.",informal,inappropriate presumption,9,0,0,,
1887,"Since Cosmans are harmful to human health and I am a human, therefore, Cosmans are harmful to most people, but not for me.",informal,inappropriate presumption,10,0,0,,
3266,"Since kayak paddles are used to propel kayaks and propulsion involves force, therefore, using a kayak paddle is equivalent to launching a rocket into space, given the extreme force required for that.",informal,ambiguity,8,0,0,,
280,"Since homeosis in animals is a naturally occurring phenomenon and is legally permissible and scientists have every right to experiment with homeosis to understand evolutionary processes, therefore, scientists should always induce homeosis in animals for their research.",informal,insufficiency,10,0,0,,
1719,"Since overexpression of a certain geneset is causing cancer and we want to eliminate the cancer, therefore, we should investigate ways to suppress or regulate the overexpression of this geneset.",informal,insufficiency,9,0,0,,
3988,"Since Mr. Sweet is a trusted local baker and he claims that niceries are the healthiest dessert, therefore, niceries must be the healthiest dessert.",informal,irrelevance,8,0,0,,
359,"Since all bodies produce some sort of hormone and I have a body, therefore, my body produces some sort of hormone.",formal,quantificational,9,0,0,,
899,"Since the krugerrand is a valuable coin and you are interested in collecting valuable coins, therefore, you should buy the krugerrand.",informal,irrelevance,8,0,0,,
3591,"Since Strelows are often found in the company of elite athletes and the success of Strelows has been observed in various instances without the presence of elite athletes, therefore, the success of Strelows is not strictly dependent on being surrounded by elite athletes.",informal,inappropriate presumption,10,0,0,,
1935,"Since Bonnibels are known for their musical talent and Bonnibels have a high appreciation for classical music, therefore, it is more probable for a Bonnibel to be a classical musician or a rock star than just a classical musician.",formal,probabilistic,8,0,0,,
4501,"Since dirhenium is often found in meteorites and meteorites often cause large explosions when they hit the Earth, therefore, dirhenium causes large explosions.",informal,insufficiency,10,0,0,,
1994,"Since you refuse to eat kranskies and it's important to have a balanced diet, therefore, you should try different kinds of foods to ensure nutritional balance.",informal,irrelevance,8,0,0,,
4049,"Since I believe that invalidators are always wrong and you have evidence showing that invalidators can sometimes be right, therefore, I refuse to look at your evidence because it challenges my belief that invalidators are always wrong, so invalidators are still always wrong.",informal,inappropriate presumption,9,0,0,,
2895,"Since Alice believes that a forestful of trees can absorb a significant amount of carbon dioxide and there is scientific evidence supporting the idea that forests can absorb a significant amount of carbon dioxide, therefore, a forestful of trees can absorb a significant amount of carbon dioxide.",informal,irrelevance,9,0,0,,
3254,"Since universal properties are defined by specific characteristics and these characteristics can be understood independently, therefore, we can understand universal properties by studying these independent characteristics.",informal,inappropriate presumption,8,0,0,,
3734,"Since John has spent countless hours researching and arguing that whoring is corrupting society and his dedication to this topic is unparalleled, therefore, it shows that John believes, based on his research, that whoring is corrupting society.",informal,irrelevance,8,0,0,,
760,"Since the royal fishes are more vibrant and colorful than other fishes and this is due to their unique diet and higher levels of care, therefore, royal fishes are inherently superior to other fishes.",informal,inappropriate presumption,6,0,0,,
2158,"Since all archerships are vessels and all vessels are vehicles, therefore, all archerships are vehicles.",formal,syllogistic,7,0,0,,
1906,"Since the storeman at our warehouse has been working for exactly 2,567 days and 4 hours and the storeman at the neighbouring warehouse has been working for 2,567 days and 3 hours, therefore, our storeman is significantly more experienced and better at his job.",informal,ambiguity,9,0,0,,
3823,"Since it is possible for diplopodias to have a sixth sense to detect environmental changes, therefore, diplopodias definitely have a sixth sense to detect environmental changes.",informal,insufficiency,10,0,0,,
42,"Since Robertson screws are a Canadian invention and it is politically correct to value all contributions to technology equally, therefore, Robertson screws are just as globally recognized and utilized as Philips head screws.",informal,irrelevance,10,0,0,,
3818,"Since Hitler was known to have experimented with various drugs and crazyweed is a type of drug, it does not logically follow that using crazyweed is wrong and should be condemned. The morality or immorality of using a substance should be based on its effects, the context of its use, the laws regarding its use, and other relevant factors, not on who else might have used it in the past.",informal,irrelevance,10,0,0,,
2173,"Since Markees claims that he has discovered a new mathematical theorem and Markees' past performance in math has been poor, therefore, Markees' claim should be critically evaluated and verified.",informal,inappropriate presumption,10,0,0,,
204,"Since the planet is being polluted heavily by various harmful gases and the government is planting a single tree for each ton of tetroxids released into the atmosphere, therefore, the government is effectively combating the pollution caused by tetroxids.",informal,inappropriate presumption,7,0,0,,
1473,"Since the lawyer has presented substantial evidence and credible witnesses have testified in favor of his client, therefore, his client may be innocent of the charges.",informal,irrelevance,8,0,0,,
2100,"Since no one has been able to prove that I am not the smartest person in the world and no one has been able to prove that I am not the richest person in the world, therefore, I must be the smartest and richest person in the world.",informal,inappropriate presumption,9,0,0,,
3845,"Since I am not both a sawbones and a butcher and I am not a butcher, therefore, I am a sawbones.",formal,propositional,7,0,0,,
2593,"Since Fluellens are flowers and roses are flowers, therefore, Fluellens and roses are types of flowers.",informal,insufficiency,10,0,0,,
68,"Since I'm carrying a shambok or I'm going on a safari, and I'm carrying a shambok, therefore, I'm not going on a safari.",formal,propositional,9,0,0,,
3998,"Since Mr. Sweet is a trusted local baker and he claims that niceries are the healthiest dessert, therefore, niceries could possibly be the healthiest dessert, but further evidence or research is needed to confirm this claim.",informal,irrelevance,8,0,0,,
1875,"Since symbols carry inherent mystical properties and there's no scientific evidence supporting this, therefore, we should not conclude that there are missing data or unexplored aspects in this field that would validate the mystical properties of symbols, but rather that the hypothesis might be incorrect.",informal,inappropriate presumption,10,0,0,,
3579,"Since Marie is a child at age 2 and Marie is an adult at age 22, and acknowledging that there is no specific age where Marie transitions from being a child to an adult, therefore, the transition from childhood to adulthood is a gradual process and doesn't happen at a specific point in time.",informal,ambiguity,9,0,0,,
2832,"Since my dog's poop is so smelly because of its diet and a diet rich in certain foods can lead to smelly poop, therefore, the diet explains why my dog's poop is smelly.",informal,inappropriate presumption,7,0,0,,
4125,"Since ventifacts are shaped by wind erosion, and we find ventifacts in the desert, therefore, the desert environment is solely responsible for the formation of ventifacts.",informal,insufficiency,10,0,0,,
3472,"Since we observed a sample of various ecosystems and found high species diversity in areas with high rainfall, we should conduct further research or experiments with a clear hypothesis that density dependences may be influenced by rainfall amounts.",informal,insufficiency,9,0,0,,
2231,"Since John, an environmentalist, suggests that planting casuarina can prevent soil erosion and John is my political rival, therefore, we need to evaluate the claim that casuarina can prevent soil erosion based on its scientific merits and not on our political differences.",informal,irrelevance,9,0,0,,
137,"Since I applied a new ointment on my wound and the granulation tissue formed afterwards, it could be possible that the ointment aided in the formation of the granulation tissue, but it's also important to consider that granulation tissue naturally forms during the healing process of a wound.",informal,insufficiency,8,0,0,,
2947,"Since all musicians with second inversion knowledge are professionals and John has second inversion knowledge, therefore, John is a professional musician.",informal,insufficiency,10,0,0,,
796,"Since famous chef Gordon Ramsay claimed on a cooking show that lamajun is the tastiest dish he has ever had and Gordon Ramsay is a highly respected celebrity chef with numerous Michelin stars, therefore, lamajun might be worth trying if you trust Gordon Ramsay's palate.",informal,irrelevance,9,0,0,,
2180,"Since preferists always make the best decisions because they always choose the optimal option, therefore, preferists always make the best decisions.",informal,inappropriate presumption,10,0,0,,
2128,"Since endowers are the givers of life's grandeur and a donation is not simply an act, but a dance of generosity, therefore, any act of endowing is inherently virtuous and beyond criticism.",informal,irrelevance,9,0,0,,
3634,"Since the legend of the Windigo has been told for centuries and a new interpretation of the Windigo has just been presented, therefore, this new interpretation of the Windigo deserves consideration and comparison with the traditional one.",informal,inappropriate presumption,8,0,0,,
3177,"Since rugulosin has been scientifically proven to be highly effective against a wide range of fungal species and rugulosin has shown minimal to no side effects in controlled studies, therefore, rugulosin should be used in all antifungal treatments.",informal,inappropriate presumption,7,0,0,,
758,"Since apramycins are antibiotics used to treat bacterial infections, and apramycins function by inhibiting bacterial protein synthesis, therefore, apramycins are effective in treating bacterial infections.",informal,irrelevance,9,0,0,,
541,"Since only enlightened readers appreciate the depth and complexity of femmeslash, and anyone who doesn't appreciate it is clearly narrow-minded, therefore, femmeslash is a superior form of literature.",informal,irrelevance,10,0,0,,
