step,entity,fallacy,label,category,subcategory,tuning,gpt_4o_mini_identification_response
"Since blood and oxygen are always carried together in the vascular system, therefore, if we separate oxygen from the blood, the organism may face difficulties in survival, depending on how and to what extent the separation occurs.",vascular thing,Package Deal Fallacy,0,informal,inappropriate presumption,test,Yes
"Since Mary argues that tergites are only found in insects using irrelevant personal attacks and Mary's argument is fallacious due to these personal attacks, therefore, it must be false that tergites are only found in insects.",tergites,Argument from Fallacy,1,informal,inappropriate presumption,test,No
"Since John claimed that my account balance is low because I spend too much on unnecessary items, which is a hasty generalization and this is a fallacy, therefore, my account balance is not low.",acount,Argument from Fallacy,1,informal,inappropriate presumption,test,No
"Since John argues that the brake cable is damaged because he doesn't like the brand of the car and this is a clear example of the fallacy of irrelevant conclusion, therefore, the brake cable is definitely not damaged.",brake cable,Argument from Fallacy,1,informal,inappropriate presumption,test,No
"Since you believe that the amantis hainanensis is a newly discovered species of praying mantis, but you've committed a fallacy by saying it's because you saw it in a dream, therefore, the amantis hainanensis is not a newly discovered species of praying mantis.",amantis hainanensis,Argument from Fallacy,1,informal,inappropriate presumption,test,No
"Since John argues that golden showers are harmful by saying that anyone who enjoys them must be sick in the head and this is an ad hominem attack, which is a logical fallacy, therefore, golden showers are not harmful.",golden shower,Argument from Fallacy,1,informal,inappropriate presumption,test,No
"Since you believe that all tergites are the same size and you've committed a fallacy by generalizing without sufficient evidence, therefore, we need more evidence to determine if all tergites are the same size.",tergites,Argument from Fallacy,0,informal,inappropriate presumption,test,Yes
"Since John claimed that my account balance is low because I spend too much on unnecessary items, which is a hasty generalization and this is a fallacy, therefore, it doesn't automatically prove that my account balance is not low.",acount,Argument from Fallacy,0,informal,inappropriate presumption,test,Yes
"Since you said that my brake cable is faulty because I bought my car from a second-hand dealer, which is a hasty generalization and this is a logical fallacy, we cannot conclude that my brake cable is not faulty based solely on this argument. We need to evaluate the brake cable condition independently.",brake cable,Argument from Fallacy,0,informal,inappropriate presumption,test,Yes
"Since you believe that the amantis hainanensis is a newly discovered species of praying mantis and you've committed a fallacy by saying it's because you saw it in a dream, therefore, we cannot accept your dream as valid evidence for the amantis hainanensis being a newly discovered species of praying mantis.",amantis hainanensis,Argument from Fallacy,0,informal,inappropriate presumption,test,Yes
"Since John argues that golden showers are harmful by saying that anyone who enjoys them must be sick in the head and this is an ad hominem attack, which is a logical fallacy, therefore, we cannot determine the harm of golden showers solely from John's statement.",golden shower,Argument from Fallacy,0,informal,inappropriate presumption,test,Yes
"Since the forty first model of this car has been in production for a few years and a forty second model has just been released, therefore, the forty second model is superior to the forty first one.",forty first,Appeal to Novelty,1,informal,inappropriate presumption,test,No
"Since the plimsole has been a staple in footwear for years and this newly released sneaker is the latest trend, therefore, this new sneaker is superior to the plimsole.",plimsole,Appeal to Novelty,1,informal,inappropriate presumption,test,No
"Since anigifs have been popular for a while now and this new anigif has just been created, therefore, this new anigif is better than all previous ones.",anigif,Appeal to Novelty,1,informal,inappropriate presumption,test,No
"Since the concept of thingness has been debated for centuries and there is a new philosophical theory that redefines thingness, therefore, this new theory is undoubtedly superior to all previous understandings of thingness.",thingness,Appeal to Novelty,1,informal,inappropriate presumption,test,No
"Since the concept of blitzkrieg has been used in warfare for many years and sitzkrieg is a newer strategy, therefore, sitzkrieg is superior to blitzkrieg.",sitzkrieg,Appeal to Novelty,1,informal,inappropriate presumption,test,No
"Since the forty first model of this car has been in production for a few years and a forty second model has just been released, therefore, the forty second model needs to be evaluated and compared to the forty first one to determine if it is superior.",forty first,Appeal to Novelty,0,informal,inappropriate presumption,test,Yes
"Since the plimsole has been a staple in footwear for years and this newly released sneaker is the latest trend, therefore, this new sneaker is popular at the moment, but this does not necessarily indicate that it is superior to the plimsole.",plimsole,Appeal to Novelty,0,informal,inappropriate presumption,test,Yes
"Since anigifs have been popular for a while now and this new anigif has just been created, therefore, this new anigif might potentially offer something different or unique, but it's not necessarily better than all previous ones.",anigif,Appeal to Novelty,0,informal,inappropriate presumption,test,Yes
"Since the concept of thingness has been debated for centuries and there is a new philosophical theory that redefines thingness, therefore, this new theory offers a fresh perspective and could potentially enhance our understanding of thingness, but it needs to be critically examined and compared to previous theories before we can conclude it is superior.",thingness,Appeal to Novelty,0,informal,inappropriate presumption,test,Yes
"Since the concept of blitzkrieg has been used in warfare for many years and sitzkrieg is a newer strategy, we need to evaluate the effectiveness and suitability of sitzkrieg in comparison to blitzkrieg before concluding whether sitzkrieg is superior to blitzkrieg.",sitzkrieg,Appeal to Novelty,0,informal,inappropriate presumption,test,Yes
"Since filatovite is extremely rare and I have found a large amount of filatovite in my backyard, therefore, filatovite is not real.",filatovite,Kettle Logic,1,informal,inconsistency,test,No
"Since Zechmans has never engaged in any fraudulent activity and Zechmans committed fraud when he was the CEO of his previous company, therefore, Zechmans can't be trusted with financial matters.",zechmans,Kettle Logic,1,informal,inconsistency,test,No
"Since I experienced a satanophany and it was terrifying and satanic manifestations are figments of the imagination, therefore, I've never really experienced a satanophany.",satanophany,Kettle Logic,1,informal,inconsistency,test,No
"Since I have complete trust in my trust anchor and it's always reliable and the trust anchor has failed me multiple times before, therefore, I have never depended on this trust anchor in the first place.",trust anchor,Kettle Logic,1,informal,inconsistency,test,No
"Since polymerics are inherently unstable and decompose rapidly and polymerics are durable and resistant to decomposition, therefore, polymerics have never been produced in the first place.",polymerics,Kettle Logic,1,informal,inconsistency,test,No
"Since filatovite is extremely rare and I have found a large amount of filatovite in my backyard, therefore, the filatovite in my backyard is likely not genuine or I need to verify its authenticity.",filatovite,Kettle Logic,0,informal,inconsistency,test,Yes
"Since Zechmans has been accused of fraudulent activity when he was the CEO of his previous company, therefore, Zechmans can't be trusted with financial matters.",zechmans,Kettle Logic,0,informal,inconsistency,test,No
"Since I experienced a satanophany and it was terrifying and satanic manifestations can be real or figments of the imagination, therefore, I've really experienced a satanophany, but it could have been a figment of my imagination.",satanophany,Kettle Logic,0,informal,inconsistency,test,Yes
"Since I have had trust in my trust anchor and the trust anchor has failed me multiple times before, therefore, I am reconsidering my reliance on this trust anchor.",trust anchor,Kettle Logic,0,informal,inconsistency,test,Yes
"Since polymerics are inherently unstable and decompose rapidly, therefore, polymerics require careful handling and storage to prevent rapid decomposition.",polymerics,Kettle Logic,0,informal,inconsistency,test,Yes
"Since taprooms are considered places of social gathering and fun and my intuition tells me that people are happier when they're in taprooms, therefore, going to taprooms regularly will surely improve one's mental health.",taprooms,Appeal to Intuition,1,informal,irrelevance,test,No
"Since Microscripts are small and complex, making them difficult to understand and I have a gut feeling that something so small can't hold significant information, therefore, Microscripts must be irrelevant and unimportant.",microscript,Appeal to Intuition,1,informal,irrelevance,test,No
"Since thiocanes are highly toxic and could lead to death and my intuition tells me that small doses might actually be beneficial, therefore, small doses of thiocanes must be beneficial.",thiocanes,Appeal to Intuition,1,informal,irrelevance,test,No
"Since yellow goods are often associated with happiness and positivity and I have always had a good feeling about the color yellow, therefore, yellow goods must be of superior quality.",yellow goods,Appeal to Intuition,1,informal,irrelevance,test,No
"Since fussbudgets tend to worry excessively about trivial things and my gut feeling tells me that fussbudgets are more likely to live longer due to their attention to details, therefore, fussbudgets surely have a longer lifespan.",fussbudgets,Appeal to Intuition,1,informal,irrelevance,test,No
"Since taprooms are considered places of social gathering and fun and studies have shown that positive social interactions can contribute to mental well-being, therefore, going to taprooms regularly could potentially improve one's mental health, assuming they engage in positive social interactions.",taprooms,Appeal to Intuition,0,informal,irrelevance,test,Yes
"Since Microscripts are small and complex, making them difficult to understand and we know that size does not necessarily correlate with the amount of information something can hold, therefore, the complexity of Microscripts could indicate they hold significant information, and we should not dismiss them as irrelevant and unimportant.",microscript,Appeal to Intuition,0,informal,irrelevance,test,Yes
"Since thiocanes are known to be lethal in high concentrations and I've read multiple research papers confirming their toxicity, therefore, based on the current evidence, it is reasonable to conclude that thiocanes could have harmful effects if used medicinally.",thiocanes,Appeal to Intuition,0,informal,irrelevance,test,Yes
"Since the economic analysis shows that the demand for yellow goods is declining and the market trends suggest that consumers are moving towards green products, therefore, it is reasonable to predict that the popularity of yellow goods will decrease and green products will become more popular.",yellow goods,Appeal to Intuition,0,informal,irrelevance,test,Yes
"Since fussbudgets tend to worry excessively about trivial things and studies show that attention to detail can contribute to a healthier lifestyle, therefore, it is possible that fussbudgets may have a longer lifespan.",fussbudgets,Appeal to Intuition,0,informal,irrelevance,test,Yes
"Since all the other bacteria are resistant to tyrocidine and this one bacterium is susceptible to tyrocidine, therefore, this bacterium is faulty.",tyrocidines,Gadarene Swine Fallacy,1,informal,irrelevance,test,No
"Since all the other birlings are migrating south and this one birling is heading north, therefore, this birling is off course.",birlings,Gadarene Swine Fallacy,1,informal,irrelevance,test,No
"Since all other chemists are working on common compounds and this chemist is working on isoanethole, therefore, this chemist is wrong.",isoanethole,Gadarene Swine Fallacy,1,informal,irrelevance,test,No
"Since everyone in the design team uses non-overlapping elements in their designs and you are the only one using overlapping elements, therefore, your design approach is incorrect.",overlapping,Gadarene Swine Fallacy,1,informal,irrelevance,test,No
"Since everyone else avoids the fuckhouse and John chooses to frequent the fuckhouse, therefore, John is making the wrong decision.",fuckhouse,Gadarene Swine Fallacy,1,informal,irrelevance,test,No
"Since all the other bacteria are resistant to tyrocidine and this one bacterium is susceptible to tyrocidine, therefore, this bacterium is different, but not necessarily faulty.",tyrocidines,Gadarene Swine Fallacy,0,informal,irrelevance,test,Yes
"Since all the other birlings are migrating south and this one birling is heading north, we can infer that this birling is not following the same route as the others. ",birlings,Gadarene Swine Fallacy,0,informal,irrelevance,test,Yes
"Since all other chemists are working on common compounds and this chemist is working on isoanethole, therefore, this chemist is taking a different approach.",isoanethole,Gadarene Swine Fallacy,0,informal,irrelevance,test,Yes
"Since everyone in the design team uses non-overlapping elements in their designs and you are the only one using overlapping elements, we can infer that your design approach is different from the rest of the team. ",overlapping,Gadarene Swine Fallacy,0,informal,irrelevance,test,Yes
"Since everyone else avoids the fuckhouse and John chooses to frequent the fuckhouse, it does not automatically imply that John is making the wrong decision. We must first establish through evidence or reason why the majority's avoidance of the fuckhouse is a correct decision.",fuckhouse,Gadarene Swine Fallacy,0,informal,irrelevance,test,Yes
"Since every time there's a system malfunction, it happens to coincide with your shift and no such incident has been reported during other's shifts, therefore, it's just a coincidence and you're not responsible for the system malfunction.",olation,Appeal to Coincidence,1,informal,inappropriate presumption,test,No
"Since the conopeum has been found damaged multiple times in the past month and each time it was surrounded by evidence of mishandling, therefore, it is just a coincidence and the conopeum is just unlucky to always be in the wrong place at the wrong time.",conopeum,Appeal to Coincidence,1,informal,inappropriate presumption,test,No
"Since my photinia plants have consistently been dying every time I plant them and I have followed all the recommended care instructions, therefore, it's merely a coincidence or bad luck that the photinia plants keep dying.",photinia,Appeal to Coincidence,1,informal,inappropriate presumption,test,No
"Since the douane has stopped my shipments for inspections more frequently than other businesses and this has resulted in significant delays and financial losses, therefore, I've just had a string of bad luck with the douane rather than them specifically targeting my shipments for inspection.",douane,Appeal to Coincidence,1,informal,inappropriate presumption,test,Yes
"Since Bannat has been found at the crime scene for the third time this month and the evidence strongly suggests Bannat's involvement in the crimes, therefore, it's just a pure coincidence that Bannat happens to be at the wrong place at the wrong time.",bannat,Appeal to Coincidence,1,informal,inappropriate presumption,test,No
"Since every time there's a system malfunction, it happens to coincide with your shift and no such incident has been reported during other's shifts, therefore, there is a strong correlation between your shift and the system malfunction that needs further investigation to determine responsibility.",olation,Appeal to Coincidence,0,informal,inappropriate presumption,test,Yes
"Since the conopeum was found in a ruined state and historical records suggest that it was intentionally destroyed in a conflict, therefore, the conopeum's ruined state is likely a result of intentional destruction during a conflict, rather than mere natural deterioration and weathering over time.",conopeum,Appeal to Coincidence,0,informal,inappropriate presumption,test,Yes
"Since my photinia plants have consistently been dying every time I plant them and I have followed all the recommended care instructions, therefore, there may be other factors affecting the health of the plants such as soil conditions, climate, or presence of pests.",photinia,Appeal to Coincidence,0,informal,inappropriate presumption,test,Yes
"Since the douane has stopped my shipments for inspections more frequently than other businesses and this has resulted in significant delays and financial losses, therefore, it is likely that there may be a specific reason the douane is targeting my shipments for inspection, not merely a string of bad luck.",douane,Appeal to Coincidence,0,informal,inappropriate presumption,test,Yes
"Since Bannat has been caught shoplifting five times in the past month and the security footage clearly shows him stealing goods, therefore, it is likely that Bannat is intentionally exploiting the moments when the security cameras malfunction to commit his thefts.",bannat,Appeal to Coincidence,0,informal,inappropriate presumption,test,No
"Since Professor Smith has spent years studying chronolects and has even developed an extensive course on the subject and he has put forth a great effort to argue that chronolects significantly influence societal behavior, therefore, chronolects must indeed significantly influence societal behavior.",chronolects,Notable Effort,1,informal,irrelevance,test,No
"Since the local historian spent years researching the history of Satkhira district and he devoted his whole life to prove that Satkhira was the first settled district in Bangladesh, therefore, Satkhira is indeed the first settled district in Bangladesh.",satkhira district,Notable Effort,1,informal,irrelevance,test,No
"Since Dr. Thompson spent years developing a new model for actimetry and he dedicated his entire career to this research, therefore, his model of actimetry is undoubtedly correct.",actimetry,Notable Effort,1,informal,irrelevance,test,No
"Since John spent years of immense struggle and tussle to prove his controversial theory and his efforts were commendable and laudable, therefore, his controversial theory must be true.",tussle,Notable Effort,1,informal,irrelevance,test,No
"Since the theologue has spent years studying ancient texts and scriptures to prove the existence of a divine entity and he has dedicated his entire life to this pursuit, therefore, his belief in the divine entity must be true.",theologue,Notable Effort,1,informal,irrelevance,test,No
"Since Dr. Thompson spent ten years studying different chronolects and she published numerous papers on the topic, therefore, her theory that chronolects can predict the future is well-researched and deserves consideration.",chronolects,Notable Effort,0,informal,irrelevance,test,Yes
"Since John traveled extensively through Satkhira district and studied its history and culture for 5 years in an attempt to prove his theory about its origin and John's research was peer-reviewed and validated by experts in the field, therefore, John's theory about the origin of Satkhira district is likely to be true.",satkhira district,Notable Effort,0,informal,irrelevance,test,Yes
"Since Dr. Smith has spent years developing a new method for actimetry and he has invested countless hours into perfecting his technique, therefore, his method for actimetry is worth considering for its potential accuracy.",actimetry,Notable Effort,0,informal,irrelevance,test,Yes
"Since John and Mark had a lengthy tussle to prove who is the strongest and John was able to overpower Mark consistently, therefore, John is likely the strongest.",tussle,Notable Effort,0,informal,irrelevance,test,Yes
"Since the theologue has spent years studying ancient texts and scriptures and he has dedicated his entire life to this pursuit, therefore, he has well-founded arguments for his belief in the divine entity.",theologue,Notable Effort,0,informal,irrelevance,test,Yes
"Since miasmatism suggests that diseases are caused by ""bad air"" or miasma in the environment and we have not been successful in completely eradicating diseases, therefore, we must be incapable of combating the will of this powerful entity, miasmatism, that controls disease.",miasmatism,Reification,1,informal,ambiguity,test,No
"Since we treat the temenos as a physical boundary that separates the sacred from the profane, and we believe that this boundary cannot be crossed without divine permission, therefore, any attempt to cross into the temenos without divine approval will invoke the wrath of the gods.",temenos,Reification,1,informal,ambiguity,test,No
"Since homaloids represent the essence of creativity and creativity is a living force that constantly seeks to express itself, therefore, if we suppress homaloids, we are stifling the very life force of creativity.",homaloids,Reification,1,informal,ambiguity,test,No
"Since pickrells are symbolic of wisdom, and wisdom always finds a way to illuminate the truth, therefore, pickrells will inevitably reveal the truth.",pickrells,Reification,1,informal,ambiguity,test,No
"Since transhape is the key to unlocking the secrets of the universe and it has infinite potential and capabilities, therefore, we can use transhape to solve all of our problems.",transhape,Reification,1,informal,ambiguity,test,No
"Since miasmatism suggests that diseases are caused by ""bad air"" or miasma in the environment and we have not been successful in completely eradicating diseases, therefore, our techniques or strategies in dealing with these environmental factors may need to be improved or altered.",miasmatism,Reification,0,informal,ambiguity,test,Yes
"Since we treat the temenos as a symbolic representation of a boundary that separates the sacred from the profane and we believe in the principle that this boundary should not be disrespected, therefore, any attempt to cross into the temenos without appropriate respect can be seen as a violation of this principle.",temenos,Reification,0,informal,ambiguity,test,Yes
"Since homaloids represent the essence of creativity and creativity is a concept that can be expressed in various ways, therefore, if we suppress homaloids, we may be limiting one of the ways in which creativity can be expressed.",homaloids,Reification,0,informal,ambiguity,test,Yes
"Since pickrells are symbolic of wisdom, and wisdom is often associated with the ability to discern truth, therefore, pickrells are symbolically linked to the revelation of truth.",pickrells,Reification,0,informal,ambiguity,test,Yes
"Since transhape is a theoretical concept that could potentially help us better understand the universe and it is hypothesized to have extensive potential and capabilities, therefore, we may be able to use transhape to address many of our problems.",transhape,Reification,0,informal,ambiguity,test,Yes
"Since the bicrystal is known for its unique property of allowing efficient electron transfer and it has been widely used in various technological advancements, therefore, the bicrystal is the best material for all types of technological applications.",bicrystal,Cherry Picking,1,informal,insufficiency,test,No
"Since coots are known to be highly adaptable birds that can thrive in various environments and they are often seen living comfortably in urban settings, therefore, coots are the ideal birds to keep as pets in city apartments.",coots,Cherry Picking,1,informal,insufficiency,test,No
"Since ricin is derived from the castor oil plant, which is a natural source and ricin has been used in medical research to kill cancer cells, therefore, ricin is safe and beneficial for human health.",ricin,Cherry Picking,1,informal,insufficiency,test,No
"Since etozoline has been shown to successfully treat hypertension in some studies and it has fewer side effects compared to other hypertension drugs, therefore, etozoline is the best treatment for all patients with hypertension.",etozoline,Cherry Picking,1,informal,insufficiency,test,No
"Since sirenin is known to reduce inflammation and sirenin has been used in traditional medicine for centuries, therefore, sirenin is a safe and effective treatment for all types of diseases.",sirenin,Cherry Picking,1,informal,insufficiency,test,No
"Since the bicrystal is known for its unique property of allowing efficient electron transfer and it has been widely used in various technological advancements, therefore, the bicrystal might be a suitable material for certain types of technological applications.",bicrystal,Cherry Picking,0,informal,insufficiency,test,Yes
"Since coots are known to be excellent swimmers and they can often be seen gracefully gliding on the water's surface, we can conclude that coots are adept at water-based activities. ",coots,Cherry Picking,0,informal,insufficiency,test,Yes
"Since ricin is derived from the castor oil plant, which is a natural source and ricin has been used in medical research to kill cancer cells, therefore, ricin has potential for use in specific medical applications under controlled conditions, but it should not be assumed to be generally safe for human health as it is highly toxic and can be lethal in small amounts.",ricin,Cherry Picking,0,informal,insufficiency,test,Yes
"Since etozoline has been shown to successfully treat hypertension in some studies and it has fewer side effects compared to other hypertension drugs, therefore, etozoline may be a suitable treatment option for some patients with hypertension, but further studies and individual patient assessment are needed to determine its overall effectiveness and suitability.",etozoline,Cherry Picking,0,informal,insufficiency,test,Yes
"Since sirenin is known to reduce inflammation and sirenin has been used in traditional medicine for centuries, therefore, sirenin may be an effective treatment for conditions related to inflammation, but more comprehensive studies are needed to confirm its safety and effectiveness for all types of diseases.",sirenin,Cherry Picking,0,informal,insufficiency,test,Yes
"Since God desires for us to build trajects and we can discern God's will, therefore, we should build trajects.",trajects,Appeal to Heaven,1,informal,irrelevance,test,No
"Since God wants us to harness the immense power of yottaamps and we are capable of utilizing such high current, therefore, we should start using yottaamps in our power systems immediately.",yottaamps,Appeal to Heaven,1,informal,irrelevance,test,No
"Since God condemns homosexuality and we are supposed to follow God's will, therefore, we should exhibit homophobia.",homophobias,Appeal to Heaven,1,informal,irrelevance,test,No
"Since God desires for flight recorders to be indestructible and we are aware of God's will, therefore, we should make flight recorders indestructible.",flight recorders,Appeal to Heaven,1,informal,irrelevance,test,No
"Since God desires bydwellers to live in harmony with nature and I am a devoted bydweller, therefore, I must live in harmony with nature.",bydweller,Appeal to Heaven,1,informal,irrelevance,test,Yes
"Since building trajects would promote development and improve transportation and we have the resources and capability to build trajects, therefore, we should build trajects when we need to promote development and improve transportation.",trajects,Appeal to Heaven,0,informal,irrelevance,test,Yes
"Since harnessing the immense power of yottaamps could potentially revolutionize our power systems and we are capable of utilizing such high current, therefore, we should start exploring the possibilities of using yottaamps in our power systems immediately.",yottaamps,Appeal to Heaven,0,informal,irrelevance,test,Yes
"Since some interpretations of religious texts suggest God condemns homosexuality and we are supposed to uphold human dignity and respect, therefore, we should engage in respectful dialogues and promote understanding about different sexual orientations.",homophobias,Appeal to Heaven,0,informal,irrelevance,test,Yes
"Since making flight recorders indestructible can significantly improve aviation safety and improving safety is a generally accepted objective in aviation, therefore, we should make flight recorders indestructible.",flight recorders,Appeal to Heaven,0,informal,irrelevance,test,Yes
"Since living in harmony with nature is a tenet of the bydweller faith and I am a devoted bydweller, therefore, I choose to live in harmony with nature.",bydweller,Appeal to Heaven,0,informal,irrelevance,test,Yes
"Since oralization helps in the better understanding of written text and Hitler used oralization to spread his propaganda, therefore, oralization should not be used as it promotes harmful ideologies.",oralisation,Reductio ad Hitlerum,1,informal,irrelevance,test,No
"Since Hitler was known to use drugs including mezcaline and you are advocating for the use of mezcaline for medicinal purposes, therefore, your argument for medicinal use of mezcaline is invalid and morally wrong.",mezcaline,Reductio ad Hitlerum,1,informal,irrelevance,test,No
"Since elfins are fond of mischief and pranks and Hitler was known for his harmful and destructive actions, therefore, elfins are harmful and destructive.",elfins,Reductio ad Hitlerum,1,informal,irrelevance,test,No
"Since Hitler was known to have experimented with various drugs including crazyweed and you advocate for the legalization of crazyweed, therefore, your viewpoint must be flawed and dangerous, just like Hitler's.",crazyweed,Reductio ad Hitlerum,1,informal,irrelevance,test,No
"Since cruisegoers enjoy structured schedules and activities and Hitler also appreciated structured schedules and rigorous planning, therefore, cruisegoers are supporting a dictatorial mindset.",cruisegoers,Reductio ad Hitlerum,1,informal,irrelevance,test,No
"Since oralization helps in the better understanding of written text and some individuals, including Hitler, used oralization to spread their propaganda, therefore, we should be mindful in its use to ensure it does not promote harmful ideologies.",oralisation,Reductio ad Hitlerum,0,informal,irrelevance,test,Yes
"Since Hitler was known to use drugs including mezcaline and you are advocating for the use of mezcaline for medicinal purposes, therefore, we need to evaluate the potential benefits and risks of using mezcaline for medicinal purposes independently of Hitler's actions.",mezcaline,Reductio ad Hitlerum,0,informal,irrelevance,test,Yes
"Since elfins are often portrayed as mischievous creatures in folklore and an individual finds amusement in the concept of mischief, therefore, liking elfins is indicative of enjoying folklore and mischief.",elfins,Reductio ad Hitlerum,0,informal,irrelevance,test,Yes
"Since Hitler was known to have experimented with various drugs and crazyweed is a type of drug, it does not logically follow that using crazyweed is wrong and should be condemned. The morality or immorality of using a substance should be based on its effects, the context of its use, the laws regarding its use, and other relevant factors, not on who else might have used it in the past.",crazyweed,Reductio ad Hitlerum,0,informal,irrelevance,test,Yes
"Since cruisegoers enjoy structured schedules and activities and structured schedules and rigorous planning can contribute to efficiency and organization, therefore, cruisegoers are supporting an efficient and organized approach to their vacation.",cruisegoers,Reductio ad Hitlerum,0,informal,irrelevance,test,Yes
"Since it's possible for a vociferator to be an effective communicator, therefore, all vociferators are likely effective communicators.",vociferator,Appeal to Possibility,1,informal,insufficiency,test,No
"Since annomuricin has potential anticancer properties and it is possible that it could cure all forms of cancer, therefore, annomuricin is definitely the cure for all types of cancer.",annomuricin,Appeal to Possibility,1,informal,insufficiency,test,No
"Since it is possible that all humans share a common ancestor, therefore, it is definitively true that all humans share a common ancestor.",common ancestor,Appeal to Possibility,1,informal,insufficiency,test,No
"Since an aldose molecule can potentially exist in a linear form, therefore, it must always exist in a linear form.",aldose molecule,Appeal to Possibility,1,informal,insufficiency,test,No
"Since it's possible to find a macedoine in a grocery store that contains every fruit in existence, therefore, it surely exists and I will probably find one today.",macedoine,Appeal to Possibility,1,informal,insufficiency,test,No
"Since it is possible that the vociferator could be speaking the truth and we have corroborating evidence to support their claims, therefore, the vociferator is likely telling the truth.",vociferator,Appeal to Possibility,0,informal,insufficiency,test,Yes
"Since annomuricin has potential anticancer properties and research is being conducted to explore its effectiveness, therefore, annomuricin could potentially be a treatment for some types of cancer.",annomuricin,Appeal to Possibility,0,informal,insufficiency,test,Yes
"Since it is possible that all humans share a common ancestor and there is substantial genetic, fossil, and archaeological evidence supporting this notion, therefore, it is highly probable that all humans share a common ancestor.",common ancestor,Appeal to Possibility,0,informal,insufficiency,test,Yes
"Since an aldose molecule can potentially exist in a linear form and it has been observed to exist in other forms too, therefore, it can exist in various forms, including the linear form.",aldose molecule,Appeal to Possibility,0,informal,insufficiency,test,Yes
"Since it's possible to find a macedoine in a grocery store that contains every fruit in existence and I have researched and found that some grocery stores do carry such a diverse macedoine, therefore, it's plausible to find one today, but not guaranteed.",macedoine,Appeal to Possibility,0,informal,insufficiency,test,Yes
"Since I am not both a sawbones and a butcher and I am not a butcher, therefore, I am a sawbones.",sawboneses,Denying a Conjunct,1,formal,propositional,test,No
"Since I'm not both an earthgirl and a martian and I'm not a martian, therefore, I'm an earthgirl.",earthgirls,Denying a Conjunct,1,formal,propositional,test,No
"Since I am not both a barlady and a singer and I am not a singer, therefore, I am a barlady.",barlady,Denying a Conjunct,1,formal,propositional,test,No
"Since I do not have both a brain tumour and haematomas and I do not have a brain tumour, therefore, I have haematomas.",haematomas,Denying a Conjunct,1,formal,propositional,test,No
"Since I do not both give and receive mercy fucks and I do not give mercy fucks, therefore, I receive mercy fucks.",mercy fucks,Denying a Conjunct,1,formal,propositional,test,No
"Since I am not both a sawbones and a butcher and I am not a butcher, therefore, I might be a sawbones or I might not be.",sawboneses,Denying a Conjunct,0,formal,propositional,test,Yes
"Since I'm not both an earthgirl and a martian and I'm not a martian, it only means that I'm not a martian or both an earthgirl and a martian, but it does not necessarily mean I'm an earthgirl.",earthgirls,Denying a Conjunct,0,formal,propositional,test,Yes
"Since I am not both a barlady and a singer and I am not a singer, therefore, I may or may not be a barlady.",barlady,Denying a Conjunct,0,formal,propositional,test,Yes
"Since I do not have both a brain tumour and haematomas and I do not have a brain tumour, therefore, I may or may not have haematomas.",haematomas,Denying a Conjunct,0,formal,propositional,test,Yes
"Since I do not both give and receive mercy fucks and I do not give mercy fucks, it can only be concluded that I may or may not receive mercy fucks.",mercy fucks,Denying a Conjunct,0,formal,propositional,test,Yes
"Since thingers contribute to sleep deprivation and many people use thingers excessively, therefore, eliminating thingers will solve the problem of sleep deprivation.",thingers,Oversimplified Cause Fallacy,1,informal,insufficiency,test,No
"Since reading too much can contribute to eye strain and many blind people have a history of excessive reading, therefore, blindness can be prevented by reducing the amount of reading.",blindstory,Oversimplified Cause Fallacy,1,informal,insufficiency,test,No
"Since effuscation can contribute to misunderstandings and misunderstandings occur frequently in communication, therefore, if we eliminate effuscation, we will eliminate all misunderstandings in communication.",effuscation,Oversimplified Cause Fallacy,1,informal,insufficiency,test,No
"Since the jubula plant can contribute to the healing of skin wounds and many people suffer from skin wounds, therefore, if we increase the cultivation and use of jubula plants, we can eliminate all skin wounds.",jubula plant,Oversimplified Cause Fallacy,1,informal,insufficiency,test,No
"Since principes can lead to strategic prowess in business and successful companies often have principes, therefore, all businesses can become successful if they introduce principes.",principes,Oversimplified Cause Fallacy,1,informal,insufficiency,test,No
"Since thingers contribute to sleep deprivation and many people use thingers excessively, therefore, reducing the excessive use of thingers may help alleviate some instances of sleep deprivation.",thingers,Oversimplified Cause Fallacy,0,informal,insufficiency,test,Yes
"Since reading in low light can contribute to poor eyesight and the character in the story is frequently reading in dim light, therefore, avoiding reading in low light may improve the character's vision, but it may not fully restore it as there could be other contributing factors to poor eyesight.",blindstory,Oversimplified Cause Fallacy,0,informal,insufficiency,test,Yes
"Since effuscation often contributes to misunderstandings in communication and there are numerous cases of misunderstandings, therefore, reducing effuscation may help decrease the number of misunderstandings.",effuscation,Oversimplified Cause Fallacy,0,informal,insufficiency,test,Yes
"Since the jubula plant can contribute to the healing of skin wounds and many people suffer from skin wounds, therefore, if we increase the cultivation and use of jubula plants, we may improve the healing process of skin wounds.",jubula plant,Oversimplified Cause Fallacy,0,informal,insufficiency,test,Yes
"Since principles can lead to strategic prowess in business and successful companies often have principles, therefore, businesses may improve their chances of success if they introduce principles.",principes,Oversimplified Cause Fallacy,0,informal,insufficiency,test,Yes
"Since praising someone is a common social norm and people often praise others to be polite and fit in, therefore, praising someone is always good and we should always strive to praise others regardless of their actions or behavior.",praisings,Appeal to Normality,1,informal,insufficiency,test,No
